Disclaimer: I extracted this by injecting printing statements in the P-Chain code. There is no warranty for accuracy and it is all your responsibility to use this data.,,,,,
Tx ID,Address,Reward Type,nAVAX,Node,Time
21Z8XuGsSL3NDCpgsygES3JYSfLg4GSSLVtz1dyHJJYkoy8DpG,P-avax1xu253rgettd4k223qd0lpwnfmfmj9xpt98w9ka,staking,24337876191,NodeID-KHxUGnehVV8U7dwU5RiKkFpTmbRXtSZb,2020-10-06T09:45:21Z
# block,135446,,,,
2ip9NtdgXeaUTCNELBj2qkLrp7H8cikjsuPWRWSX71rgZEy2eE,P-avax1hput05cla4sqkx9uf8vxurlzkledcun7k65uar,delegator,139523622314,NodeID-HJFNRi3aPyHGDqVCNUw3MMbSHBepsQi2F,2020-10-06T10:06:26Z
2ip9NtdgXeaUTCNELBj2qkLrp7H8cikjsuPWRWSX71rgZEy2eE,P-avax18eecywv0pxl35w3tu3zm0xscm0fu77qfykkz3w,delegatee,2847420864,NodeID-HJFNRi3aPyHGDqVCNUw3MMbSHBepsQi2F,2020-10-06T10:06:26Z
# block,135752,,,,
2sYL3bRhrgXE4RuSjCsQztKKTYobwVizKJN2i9WSswa33QPuFg,P-avax17cpv06karflprjlk7rnt3el6rr8k7p9svxp5ed,delegator,2951882687,NodeID-KqKMF5JYhxjkMVpYWQz8zTiv1N1qm2nSf,2020-10-06T10:30:41Z
2sYL3bRhrgXE4RuSjCsQztKKTYobwVizKJN2i9WSswa33QPuFg,P-avax17cpv06karflprjlk7rnt3el6rr8k7p9svxp5ed,delegatee,60242504,NodeID-KqKMF5JYhxjkMVpYWQz8zTiv1N1qm2nSf,2020-10-06T10:30:41Z
# block,135946,,,,
Udo5K154Kom2xKnD8cPCBv4JnVMq8faELSaoCjvDyCWUrcjjs,P-avax1pexpfywkky533z5hpc24zv3j704xrdn8tg9fm5,delegator,37241827173,NodeID-HJFNRi3aPyHGDqVCNUw3MMbSHBepsQi2F,2020-10-06T10:36:46Z
Udo5K154Kom2xKnD8cPCBv4JnVMq8faELSaoCjvDyCWUrcjjs,P-avax18eecywv0pxl35w3tu3zm0xscm0fu77qfykkz3w,delegatee,760037290,NodeID-HJFNRi3aPyHGDqVCNUw3MMbSHBepsQi2F,2020-10-06T10:36:46Z
# block,136155,,,,
aJRAFUyCagTGuUJjWTiq3BBtrNBz2CYKGtKqxUFKRT4yDK71V,P-avax1vlsjh46ny9q6aerc68q0ycj3lprxe0j22zfug5,staking,7530636424,NodeID-5WMfeWwEQARqdpcDzvGABHr273YPYiLEx,2020-10-06T11:13:49Z
# block,136365,,,,
8XiFzBn2unAj64Kwe25JZUhPrwNjiVvS5zbq8XhtqhfZFSjr5,P-avax16d6jystqynydv3wqvmxgsre629lxvyqw4g903t,delegator,1844906191,NodeID-Nom39tjDi1Vf51VxuaZvJiDeQHwbyg6MU,2020-10-06T11:41:38Z
8XiFzBn2unAj64Kwe25JZUhPrwNjiVvS5zbq8XhtqhfZFSjr5,P-avax14zqpzr9w44c907r666fl4lz263eea5qjzq4e3n,delegatee,37651147,NodeID-Nom39tjDi1Vf51VxuaZvJiDeQHwbyg6MU,2020-10-06T11:41:38Z
# block,136467,,,,
htGQG6yKSUh1ojLhsF6U2ugS8eyMpnbrFAYvfDfCshXSDCsqh,P-avax1gx4dr46wcxldk5gf243kv42q06hqxj8akz3ant,delegator,11676004145,NodeID-HJFNRi3aPyHGDqVCNUw3MMbSHBepsQi2F,2020-10-06T11:49:48Z
htGQG6yKSUh1ojLhsF6U2ugS8eyMpnbrFAYvfDfCshXSDCsqh,P-avax18eecywv0pxl35w3tu3zm0xscm0fu77qfykkz3w,delegatee,238285799,NodeID-HJFNRi3aPyHGDqVCNUw3MMbSHBepsQi2F,2020-10-06T11:49:48Z
# block,136680,,,,
hBDzK4UqQEDtX7pP162kyKLhBjEgabnJD9MX2eZeh78fEQ5w1,P-avax1v4xwy0ech2q0gnr34jhz5p0jfr99yxxu4tqn0q,staking,7530176326,NodeID-BZQkLdAXfboj4bxeqq6Afh3UrxTEiUY8R,2020-10-06T12:12:28Z
# block,137013,,,,
qZ9z9ABnaavaF9NnD9WFaRj4zCKFRL3ZJPz1THaAJDQZYsEJX,P-avax1mhvfyr0acezgkpauvuu6gtgtxuwxmxxzu8g4ju,delegator,378586708780,NodeID-FVgkUobMuUBABuMA2KngEsm2SG9XLGvdW,2020-10-06T12:50:08Z
qZ9z9ABnaavaF9NnD9WFaRj4zCKFRL3ZJPz1THaAJDQZYsEJX,P-avax1p9w2g4nds47d83sa7vqtm2g3yr28mp7f6pd7tt,delegatee,41598317614,NodeID-FVgkUobMuUBABuMA2KngEsm2SG9XLGvdW,2020-10-06T12:50:08Z
# block,137119,,,,
2nvzKETJ8pjXx5NX6RmJYY3oh6UNCNXuVapeDrpfcZyYseqfsk,P-avax1dk2wfnf0xpwl9ka3zfu8hsj8f43dyf74d6mzuy,delegator,110117108256,NodeID-HJFNRi3aPyHGDqVCNUw3MMbSHBepsQi2F,2020-10-06T12:56:22Z
2nvzKETJ8pjXx5NX6RmJYY3oh6UNCNXuVapeDrpfcZyYseqfsk,P-avax18eecywv0pxl35w3tu3zm0xscm0fu77qfykkz3w,delegatee,2247287924,NodeID-HJFNRi3aPyHGDqVCNUw3MMbSHBepsQi2F,2020-10-06T12:56:22Z
# block,137227,,,,
29C9Rgdxidd4xYvopDQu3L8qREYcncxuYwkGCLSMJqrz4SUKkS,P-avax1jf6wz8ds0jehsq4mlsl9xjdcxx9wu2vq8spj9r,delegator,8320390617,NodeID-HJFNRi3aPyHGDqVCNUw3MMbSHBepsQi2F,2020-10-06T12:58:53Z
29C9Rgdxidd4xYvopDQu3L8qREYcncxuYwkGCLSMJqrz4SUKkS,P-avax18eecywv0pxl35w3tu3zm0xscm0fu77qfykkz3w,delegatee,169803891,NodeID-HJFNRi3aPyHGDqVCNUw3MMbSHBepsQi2F,2020-10-06T12:58:53Z
# block,137534,,,,
26HJPYo4V33D68c1rGjyLnMNVUP5hyCC77gn6UePXKosAosKCo,P-avax1kkvav2gtemv97gv50qe7u0p36p76lkc337ex72,delegator,740169455,NodeID-HJFNRi3aPyHGDqVCNUw3MMbSHBepsQi2F,2020-10-06T13:20:03Z
26HJPYo4V33D68c1rGjyLnMNVUP5hyCC77gn6UePXKosAosKCo,P-avax18eecywv0pxl35w3tu3zm0xscm0fu77qfykkz3w,delegatee,15105500,NodeID-HJFNRi3aPyHGDqVCNUw3MMbSHBepsQi2F,2020-10-06T13:20:03Z
# block,137636,,,,
2Dsat1gVc3SMS8dcU1c5MkxE5PuPfy4hWxeAwTsWbgPMRdVzA1,P-avax1kkvav2gtemv97gv50qe7u0p36p76lkc337ex72,delegator,717475302,NodeID-Ns1eDN3K9HTnavgiBQhtpzRxUCxJ55Xhc,2020-10-06T13:20:30Z
2Dsat1gVc3SMS8dcU1c5MkxE5PuPfy4hWxeAwTsWbgPMRdVzA1,P-avax1ztjqu66j88ccrn297nm86d44ss69qakup88pxa,delegatee,37761859,NodeID-Ns1eDN3K9HTnavgiBQhtpzRxUCxJ55Xhc,2020-10-06T13:20:30Z
# block,137942,,,,
2eHwqaHT6JNmvKUpy31KPFKC6Aacu2QaJAs1eY3erqjvFN7yYb,P-avax16hlf47kldtn04frvnmshwl6ejp2q3uy2tfmpng,delegator,7390777873,NodeID-Lq38jDL4LGMuDCj5ZJ4J23uMLBMGEWjT5,2020-10-06T14:59:16Z
2eHwqaHT6JNmvKUpy31KPFKC6Aacu2QaJAs1eY3erqjvFN7yYb,P-avax1rfwzhq87zyj74e7wjc2en7uwtnsa8wxedpxg4p,delegatee,150832202,NodeID-Lq38jDL4LGMuDCj5ZJ4J23uMLBMGEWjT5,2020-10-06T14:59:16Z
# block,138050,,,,
H1WSsp7MnqLBccJ5dFCDB3hgZ4u7yDMUXGHC8ud7xovEvatHy,P-avax16hlf47kldtn04frvnmshwl6ejp2q3uy2tfmpng,delegator,10764364780,NodeID-Lq38jDL4LGMuDCj5ZJ4J23uMLBMGEWjT5,2020-10-06T14:59:52Z
H1WSsp7MnqLBccJ5dFCDB3hgZ4u7yDMUXGHC8ud7xovEvatHy,P-avax1rfwzhq87zyj74e7wjc2en7uwtnsa8wxedpxg4p,delegatee,219680914,NodeID-Lq38jDL4LGMuDCj5ZJ4J23uMLBMGEWjT5,2020-10-06T14:59:52Z
# block,138086,,,,
gfMnKus4V6Ycqy1hiuDD22HZhd7VYGBjDMtYvsEtpDCdB5kgU,P-avax10qnw3u3s5774juf9gec72xhcscx49jafs4g9y3,delegator,199122743988,NodeID-4kuLtWqMdcvCko2EZh9BtH4x3ApdHu9b9,2020-10-06T15:45:29Z
gfMnKus4V6Ycqy1hiuDD22HZhd7VYGBjDMtYvsEtpDCdB5kgU,P-avax17k0gkye8c92m3mrsglwxxjcra7funenamnc2xm,delegatee,4063729470,NodeID-4kuLtWqMdcvCko2EZh9BtH4x3ApdHu9b9,2020-10-06T15:45:29Z
# block,138388,,,,
2ZLxptmBZfoa3c7FTHbRRojkda7Q51sMPzVCFg1j6npamC43m1,P-avax103h96e4le304q4uh9z2wrjjfgq8xn0nzcm0ya0,delegator,361185382,NodeID-3ZrQZzRKzuN7HX1tc4W66GKJGNqzv96Tv,2020-10-06T16:23:59Z
2ZLxptmBZfoa3c7FTHbRRojkda7Q51sMPzVCFg1j6npamC43m1,P-avax1ghunp55ccqlsqe7r7n372tcsncx03g5jjdc5cp,delegatee,15049391,NodeID-3ZrQZzRKzuN7HX1tc4W66GKJGNqzv96Tv,2020-10-06T16:23:59Z
# block,138484,,,,
tsLPjwLTWwycc4Hs1FVPWbTpEEHaAfd7X5f9EQACGMrXRXQN,P-avax1a3thm4r22kcgc0pcfp7v434r9q2lpguf9f3h70,delegator,3388481569,NodeID-2JZva9683sZuXueZvphJfBnZLd9JTmy13,2020-10-06T16:44:23Z
tsLPjwLTWwycc4Hs1FVPWbTpEEHaAfd7X5f9EQACGMrXRXQN,P-avax1a3thm4r22kcgc0pcfp7v434r9q2lpguf9f3h70,delegatee,376497953,NodeID-2JZva9683sZuXueZvphJfBnZLd9JTmy13,2020-10-06T16:44:23Z
# block,138521,,,,
2uurAacsy3Z4MqTo1Qoq9QmWme9dhk6VQ5Li21iSjchHNYRXPR,P-avax1w2x7k6klyfwfpkj6f4k5pswj3xchtugs35p2c6,delegator,7149136612,NodeID-JvmPE3bhpFpmjCM15qmyWfyJDZU8kxZcy,2020-10-06T16:53:07Z
2uurAacsy3Z4MqTo1Qoq9QmWme9dhk6VQ5Li21iSjchHNYRXPR,P-avax1fnm5wa3lllclsm49gghymnkt30qmajr6u5zx90,delegatee,375478284,NodeID-JvmPE3bhpFpmjCM15qmyWfyJDZU8kxZcy,2020-10-06T16:53:07Z
# block,138717,,,,
2nSehJBWK6AgCQZNmPzqkqCy6PLtj7DVr6qVp6u9m1ungnMoaw,P-avax1a3thm4r22kcgc0pcfp7v434r9q2lpguf9f3h70,delegator,6777613760,NodeID-2JZva9683sZuXueZvphJfBnZLd9JTmy13,2020-10-06T16:58:11Z
2nSehJBWK6AgCQZNmPzqkqCy6PLtj7DVr6qVp6u9m1ungnMoaw,P-avax1a3thm4r22kcgc0pcfp7v434r9q2lpguf9f3h70,delegatee,753068196,NodeID-2JZva9683sZuXueZvphJfBnZLd9JTmy13,2020-10-06T16:58:11Z
# block,138933,,,,
2DgnezmMvjVdLaWsD8Tb3yxPTxVZhpg16Csx1E6rb6rxMk5rwV,P-avax1jgvf5zsegj0whuztuvftecgkrasf0lrzkrtskn,staking,7524554537,NodeID-EbBaD3wX7P4fqQfvoSm5F5ixBgns3pmbG,2020-10-06T17:10:35Z
# block,139013,,,,
2L5WUEw5ozzRwtBtvoSVeAUFvLCBtmcwbPwdBXa9m2TvryaRd2,P-avax19rzhjrtk5wpd8mfh8zj3zw6lmqy77z93njl35z,delegator,3706789604,NodeID-K5yqm6YLV1Cefr4zb2jXhuNWENNU9mvN3,2020-10-06T17:41:33Z
2L5WUEw5ozzRwtBtvoSVeAUFvLCBtmcwbPwdBXa9m2TvryaRd2,P-avax1s6fzp6lan77rdc8z4u6fqul37tgwl0h0ssmyhj,delegatee,75648768,NodeID-K5yqm6YLV1Cefr4zb2jXhuNWENNU9mvN3,2020-10-06T17:41:33Z
# block,140042,,,,
2pqfxHvV8urBwYYzcw9b8MgHD4Bp1Ju4NPCTKfLfDsfy9agZAA,P-avax17gmm8sxe87uzf0ukvsp44sa8mjh5gmrcekrnzy,staking,7522630357,NodeID-CRjexu37UAKznqtKS8tw3xT73Kr1u1TnT,2020-10-06T18:22:44Z
# block,140392,,,,
2b6aWvxxDq81mcraXb9SMzH6P6GUMPHNmhjypBn26QYCxcXzos,P-avax19a77ew908605wa7rp9xqa922k7amnwacqlv3fk,delegator,309599310573,NodeID-5hZjseRYvCQ7425M1X9WJQy5wzToE1mjV,2020-10-06T18:28:43Z
2b6aWvxxDq81mcraXb9SMzH6P6GUMPHNmhjypBn26QYCxcXzos,P-avax1v40fm5qgfhr6ptjpa3tqxersh7mr8xyvulfphf,delegatee,6318353277,NodeID-5hZjseRYvCQ7425M1X9WJQy5wzToE1mjV,2020-10-06T18:28:43Z
# block,140434,,,,
2dvdmeAuQbzHgDXzn5DocgEjnbHjhTanrsN4atDZAxa18P4a2p,P-avax1flvy8l4dpffll2f7384576yvpklkvqd9y4jazl,delegator,2167187683,NodeID-36giFye5epwBTpGqPk7b4CCYe3hfyoFr1,2020-10-06T18:31:50Z
2dvdmeAuQbzHgDXzn5DocgEjnbHjhTanrsN4atDZAxa18P4a2p,P-avax1v56la6cct5u77sd887ma980m40nlcwk4ckwdst,delegatee,44228321,NodeID-36giFye5epwBTpGqPk7b4CCYe3hfyoFr1,2020-10-06T18:31:50Z
# block,140641,,,,
YnZ2MDP3PkBtLdv526GaEYodpdYUhJ1xCVR94KackjfZFMi5m,P-avax1l0eg240msam6jacfydvplzatvmgkusemqhnmsf,staking,7911424759,NodeID-BoHAh4SwdG2vdVRkhFNShWNcndsSTHwd9,2020-10-06T19:00:02Z
# block,140853,,,,
2PEAkQcYHYvRqdAcdchG29SxVPUS8fsHq6RszxVA2tdTSuQNvL,P-avax10p7uflf4dglyv6zkzz4n0pzefa9ajqh8g4lcfa,delegator,8574736016,NodeID-Ns1eDN3K9HTnavgiBQhtpzRxUCxJ55Xhc,2020-10-06T19:39:14Z
2PEAkQcYHYvRqdAcdchG29SxVPUS8fsHq6RszxVA2tdTSuQNvL,P-avax1ztjqu66j88ccrn297nm86d44ss69qakup88pxa,delegatee,451301896,NodeID-Ns1eDN3K9HTnavgiBQhtpzRxUCxJ55Xhc,2020-10-06T19:39:14Z
# block,141065,,,,
uqnkMBw6aQaVp4x1YNi1joyrP2hCpXcZtVsM3Ms1mT7vwZcxX,P-avax1r9ma46k2jx9z8ggtcx3hv2ruj5srz6m45we6mm,delegator,30459446854,NodeID-9PzVetjSSSY4Xtk3VnNcGzQdEjZSSkR4g,2020-10-06T19:55:41Z
