Disclaimer: I extracted this by injecting printing statements in the P-Chain code. There is no warranty for accuracy and it is all your responsibility to use this data.,,,,,
Tx ID,Address,Type of Reward,nAVAX,Node,Time
mSefgxP1ZcxmNaKSNFDUpm9b6Et6G4PobGCjqPkF9aM5dSvdf,P-avax1czuhncntrklh6cuhvn7vra37xwlxvr2kendqm3,delegator,25766288435,NodeID-GSgaA47umS1px2ohVjodW9621Ks63xDxD,2020-12-08T00:52:38-05:00
mSefgxP1ZcxmNaKSNFDUpm9b6Et6G4PobGCjqPkF9aM5dSvdf,P-avax1czuhncntrklh6cuhvn7vra37xwlxvr2kendqm3,delegatee,6441572109,NodeID-GSgaA47umS1px2ohVjodW9621Ks63xDxD,2020-12-08T00:52:38-05:00
voJhvoK6iXR5HB3oDbD4q5eiD79ZQ3Leoodi3npuVemNsSazx,P-avax19z6450aaqcynd0trhmt3rdve4aqx8zq229y0ql,delegator,34906652035,NodeID-FjfVgXohjPuXihX6joe9LSjg5M2LsxMhv,2020-12-08T00:55:10-05:00
voJhvoK6iXR5HB3oDbD4q5eiD79ZQ3Leoodi3npuVemNsSazx,P-avax19z6450aaqcynd0trhmt3rdve4aqx8zq229y0ql,delegatee,8726663009,NodeID-FjfVgXohjPuXihX6joe9LSjg5M2LsxMhv,2020-12-08T00:55:10-05:00
ypj4RKVn64t8dhWc9sxPcVDUednUwkbhusQwrtC54BekK3gcC,P-avax1zwlyu8sw86dks2n7e0784yk0xaspjc28hc5pmd,delegator,20944008919,NodeID-FjfVgXohjPuXihX6joe9LSjg5M2LsxMhv,2020-12-08T00:55:16-05:00
ypj4RKVn64t8dhWc9sxPcVDUednUwkbhusQwrtC54BekK3gcC,P-avax1zwlyu8sw86dks2n7e0784yk0xaspjc28hc5pmd,delegatee,5236002230,NodeID-FjfVgXohjPuXihX6joe9LSjg5M2LsxMhv,2020-12-08T00:55:16-05:00
7YtQFqL6jcD5y7mLXAaM8RUy6AKd6UYrC2w6eEqLs3XbU2rN1,P-avax1czuhncntrklh6cuhvn7vra37xwlxvr2kendqm3,delegator,128831297340,NodeID-A6onFGyJjA37EZ7kYHANMR1PFRT8NmXrF,2020-12-08T00:55:30-05:00
7YtQFqL6jcD5y7mLXAaM8RUy6AKd6UYrC2w6eEqLs3XbU2rN1,P-avax1czuhncntrklh6cuhvn7vra37xwlxvr2kendqm3,delegatee,32207824335,NodeID-A6onFGyJjA37EZ7kYHANMR1PFRT8NmXrF,2020-12-08T00:55:30-05:00
2kaN3Kcc3pjo88eiLpb7u8gurYijY7JHd3ctxueWPRZGwReXj9,P-avax13gw8mff2msuyg0jd2lf4dy2f9sl3ma0aa3a930,staking,44121573673,NodeID-FjfVgXohjPuXihX6joe9LSjg5M2LsxMhv,2020-12-08T00:57:53-05:00
2QE8ocxQ9ZCX2KW53QUYmLGxpVXXzqFxEM4gFKtrBexbLSraAm,P-avax1kwczdg33w7nmc3fp7pn9dsy0nvrqns8rptsjjm,delegator,108393535004,NodeID-GSgaA47umS1px2ohVjodW9621Ks63xDxD,2020-12-08T00:59:48-05:00
2QE8ocxQ9ZCX2KW53QUYmLGxpVXXzqFxEM4gFKtrBexbLSraAm,P-avax1kwczdg33w7nmc3fp7pn9dsy0nvrqns8rptsjjm,delegatee,27098383752,NodeID-GSgaA47umS1px2ohVjodW9621Ks63xDxD,2020-12-08T00:59:48-05:00
2UdJb7nadi5S1ywCAVS2vJ8CGwynhiR33K7gVRv9RqkQKXPT2U,P-avax13u2czku0xj5x0q8jm28ksupgkqrkvwze8nsvkq,staking,54181752771672,NodeID-Fv3t2shrpkmvLnvNzcv1rqRKbDAYFnUor,2020-12-08T01:00:00-05:00
2SqcoxDNGS2eQh1TSBF6z89hwDKLiM5cNkH1oC9ycySVzMaJAW,P-avax1hanyxj7pgl4cgx88p38tuvdmecrdugg4rgkg5z,delegator,15475195128,NodeID-BQEo5Fy1FRKLbX51ejqDd14cuSXJKArH2,2020-12-08T01:02:30-05:00
2SqcoxDNGS2eQh1TSBF6z89hwDKLiM5cNkH1oC9ycySVzMaJAW,P-avax1hanyxj7pgl4cgx88p38tuvdmecrdugg4rgkg5z,delegatee,3868798782,NodeID-BQEo5Fy1FRKLbX51ejqDd14cuSXJKArH2,2020-12-08T01:02:30-05:00
ARvYekTQ4yDcGhoYAhYY8gUtWnoX9XxJcJUmG6MfWxzhELDm1,P-avax13c9cyn0jheyfc0gglm83rxvr0adlnp4zuaxqx9,delegator,15640299168,NodeID-PD2evGDceNbuUkJupFQ5CKsQAVX8iAWaB,2020-12-08T01:09:51-05:00
ARvYekTQ4yDcGhoYAhYY8gUtWnoX9XxJcJUmG6MfWxzhELDm1,P-avax13c9cyn0jheyfc0gglm83rxvr0adlnp4zuaxqx9,delegatee,319189779,NodeID-PD2evGDceNbuUkJupFQ5CKsQAVX8iAWaB,2020-12-08T01:09:51-05:00
SWZAhmwhHpko64rSUYdTgE4SdM92nC4T9WQjPvJxU2G2DVUPZ,P-avax1eysry5q6e8yyfn7rsthhhpxtu9gyy9e6j44jqk,delegator,15638951614,NodeID-PD2evGDceNbuUkJupFQ5CKsQAVX8iAWaB,2020-12-08T01:09:51-05:00
SWZAhmwhHpko64rSUYdTgE4SdM92nC4T9WQjPvJxU2G2DVUPZ,P-avax1eysry5q6e8yyfn7rsthhhpxtu9gyy9e6j44jqk,delegatee,319162278,NodeID-PD2evGDceNbuUkJupFQ5CKsQAVX8iAWaB,2020-12-08T01:09:51-05:00
WtXgyryugvn1akJbGTWFLugjs41qmQetgAhYGHXZXbMaKkYjY,P-avax1yz8hv6xdm0pdx82rqvqu9afvec23fv2fl7kad9,delegator,15641025890,NodeID-PD2evGDceNbuUkJupFQ5CKsQAVX8iAWaB,2020-12-08T01:09:51-05:00
WtXgyryugvn1akJbGTWFLugjs41qmQetgAhYGHXZXbMaKkYjY,P-avax1yz8hv6xdm0pdx82rqvqu9afvec23fv2fl7kad9,delegatee,319204610,NodeID-PD2evGDceNbuUkJupFQ5CKsQAVX8iAWaB,2020-12-08T01:09:51-05:00
2QVGTqFvrzcU5fQpZpTUERb1VDDGntVemEpSCsSRVoC8A9KxBu,P-avax1keqlzhypmkxztd96vl54ydkz577l7shq9ytjy9,delegator,15638089664,NodeID-PD2evGDceNbuUkJupFQ5CKsQAVX8iAWaB,2020-12-08T01:09:51-05:00
2QVGTqFvrzcU5fQpZpTUERb1VDDGntVemEpSCsSRVoC8A9KxBu,P-avax1keqlzhypmkxztd96vl54ydkz577l7shq9ytjy9,delegatee,319144688,NodeID-PD2evGDceNbuUkJupFQ5CKsQAVX8iAWaB,2020-12-08T01:09:51-05:00
TwQa8GrCMZMezB2DLZhJ3z9xFow8rrUWYL2snWByJsWsRVpNQ,P-avax1cfvcrscc039l5nkcupujf9zuyxkjm2a04l6cw3,staking,16000444018,NodeID-PD2evGDceNbuUkJupFQ5CKsQAVX8iAWaB,2020-12-08T01:10:51-05:00
2oEHPyKgj2r4jiY1zUgV7NjMaQfzqfgUbio7f1RwD9yA52GByi,P-avax1wrep7gn4cl7auwcqn406p4yzlyt2kgfpqp4k4w,delegator,34805537369,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T01:12:39-05:00
2oEHPyKgj2r4jiY1zUgV7NjMaQfzqfgUbio7f1RwD9yA52GByi,P-avax1wrep7gn4cl7auwcqn406p4yzlyt2kgfpqp4k4w,delegatee,3867281930,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T01:12:39-05:00
BH9HqfcaGvN1nhpDToCvBdabbRnQrV8x96NwkPqJJF2Ezq3QJ,P-avax1zpfty307m5g504sj9fhzhuqx7jx986e2tfuhge,delegator,15635182807,NodeID-GWjYcHXMQiNH1L98Z7TEGiTH3wAb7aaxQ,2020-12-08T01:12:58-05:00
BH9HqfcaGvN1nhpDToCvBdabbRnQrV8x96NwkPqJJF2Ezq3QJ,P-avax1zpfty307m5g504sj9fhzhuqx7jx986e2tfuhge,delegatee,319085364,NodeID-GWjYcHXMQiNH1L98Z7TEGiTH3wAb7aaxQ,2020-12-08T01:12:58-05:00
YZ2epbtj8KAC58cPAwz6u38cTMCEz59B6Q2PUjTxs8BhSASHC,P-avax1h4gqen4kga6xmcak8zuk0n7ahkgwcmw3wax5cr,delegator,15638248096,NodeID-GWjYcHXMQiNH1L98Z7TEGiTH3wAb7aaxQ,2020-12-08T01:12:58-05:00
YZ2epbtj8KAC58cPAwz6u38cTMCEz59B6Q2PUjTxs8BhSASHC,P-avax1h4gqen4kga6xmcak8zuk0n7ahkgwcmw3wax5cr,delegatee,319147921,NodeID-GWjYcHXMQiNH1L98Z7TEGiTH3wAb7aaxQ,2020-12-08T01:12:58-05:00
ZqKB8QBR8yrdaTVNjhDgknrkGvARGv7cnP1ac5cq7p3CxLXF1,P-avax1k00dh0nde6gydx50cdweqvek22gwmtageteetu,delegator,15635731261,NodeID-GWjYcHXMQiNH1L98Z7TEGiTH3wAb7aaxQ,2020-12-08T01:12:58-05:00
ZqKB8QBR8yrdaTVNjhDgknrkGvARGv7cnP1ac5cq7p3CxLXF1,P-avax1k00dh0nde6gydx50cdweqvek22gwmtageteetu,delegatee,319096557,NodeID-GWjYcHXMQiNH1L98Z7TEGiTH3wAb7aaxQ,2020-12-08T01:12:58-05:00
kJbPZgQGqkbpy2TiiLUGWKjaerqaCwjb3GCaxGhJi5vo2qzdK,P-avax1fm0wx09nchqh9cvak5pejfudkwg98239f6gyzn,delegator,15636482562,NodeID-GWjYcHXMQiNH1L98Z7TEGiTH3wAb7aaxQ,2020-12-08T01:12:58-05:00
kJbPZgQGqkbpy2TiiLUGWKjaerqaCwjb3GCaxGhJi5vo2qzdK,P-avax1fm0wx09nchqh9cvak5pejfudkwg98239f6gyzn,delegatee,319111890,NodeID-GWjYcHXMQiNH1L98Z7TEGiTH3wAb7aaxQ,2020-12-08T01:12:58-05:00
EQa1ykDrPvdVEt2qYBR5SgrqYR8mHuQN1f1KgRzNevyefr2ZS,P-avax15e76df6ykzgnu74ggsf3etytqc03pemdejgnnu,staking,16000442595,NodeID-GWjYcHXMQiNH1L98Z7TEGiTH3wAb7aaxQ,2020-12-08T01:13:58-05:00
EzPDZUSbzE2nAM72uZ6dv2Tc3W1uJqQ9z3Bm9p6TTsiiAYXdP,P-avax1rlyna2c6fsem7mmr5helv9x2qgkkfxqxh7j729,delegator,15633950671,NodeID-GXpMUqJjvWUMjEkmhxafbrBDWeZMKBWJL,2020-12-08T01:15:01-05:00
EzPDZUSbzE2nAM72uZ6dv2Tc3W1uJqQ9z3Bm9p6TTsiiAYXdP,P-avax1rlyna2c6fsem7mmr5helv9x2qgkkfxqxh7j729,delegatee,319060218,NodeID-GXpMUqJjvWUMjEkmhxafbrBDWeZMKBWJL,2020-12-08T01:15:01-05:00
FMPPeP2BXWXzMFTH3mG1i12JTvhkhXjJcUhEF12YX5DWojLCY,P-avax1jyycge42z5l0fn9qwx8xkh4fudmjyya8cn7v3s,delegator,15634843345,NodeID-GXpMUqJjvWUMjEkmhxafbrBDWeZMKBWJL,2020-12-08T01:15:01-05:00
FMPPeP2BXWXzMFTH3mG1i12JTvhkhXjJcUhEF12YX5DWojLCY,P-avax1jyycge42z5l0fn9qwx8xkh4fudmjyya8cn7v3s,delegatee,319078436,NodeID-GXpMUqJjvWUMjEkmhxafbrBDWeZMKBWJL,2020-12-08T01:15:01-05:00
255j3RSJWGaDJ43dHqouSmTBPCX9hz5jhPhUyGnRHHgSuJFGHT,P-avax1nluanqye6f7d4r7gp9jh45eldms9ecctypuuh2,delegator,15633303870,NodeID-GXpMUqJjvWUMjEkmhxafbrBDWeZMKBWJL,2020-12-08T01:15:01-05:00
255j3RSJWGaDJ43dHqouSmTBPCX9hz5jhPhUyGnRHHgSuJFGHT,P-avax1nluanqye6f7d4r7gp9jh45eldms9ecctypuuh2,delegatee,319047018,NodeID-GXpMUqJjvWUMjEkmhxafbrBDWeZMKBWJL,2020-12-08T01:15:01-05:00
LU9rHd85pVBwHZZ1vfWSpeqibV6bhHPedQHzMojfj2y19H4fk,P-avax1wq7w4ey0xfgf9mlrx7w0wwz5uuvsjsaq4la3kq,staking,16000441172,NodeID-GXpMUqJjvWUMjEkmhxafbrBDWeZMKBWJL,2020-12-08T01:16:01-05:00
2sdRKkbqSe1V3BKZKYx45YirMyH21K81tSHEyhw2jdaQStrVZK,P-avax1kxms6ugx3tendygqkefh34cncjek8wlv3t5npy,delegator,348043520621,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T01:41:24-05:00
2sdRKkbqSe1V3BKZKYx45YirMyH21K81tSHEyhw2jdaQStrVZK,P-avax1kxms6ugx3tendygqkefh34cncjek8wlv3t5npy,delegatee,38671502292,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T01:41:24-05:00
2ZuL5USTKH7ri7LiXjjc79xMPvaqG81oRUtvvYsjEU9YGcdvZQ,P-avax15mlvmhnyvfhjcywg75vy0cm62kevmff4kxht49,delegator,6417324689,NodeID-DJ6nZjHBeTwdQiikyuz1foaQ6dWLLYm4u,2020-12-08T01:50:17-05:00
2ZuL5USTKH7ri7LiXjjc79xMPvaqG81oRUtvvYsjEU9YGcdvZQ,P-avax15mlvmhnyvfhjcywg75vy0cm62kevmff4kxht49,delegatee,337753932,NodeID-DJ6nZjHBeTwdQiikyuz1foaQ6dWLLYm4u,2020-12-08T01:50:17-05:00
K6LMTB3d7hVqHyR8NqBrZahAEE9XkXNxMFGxg4kps4ccT3KeQ,P-avax1vf3ns4xckwp3yc9jcvcv3fs9790ljm4ukry90j,delegator,3021086420,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2020-12-08T01:53:10-05:00
K6LMTB3d7hVqHyR8NqBrZahAEE9XkXNxMFGxg4kps4ccT3KeQ,P-avax1vf3ns4xckwp3yc9jcvcv3fs9790ljm4ukry90j,delegatee,61654825,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2020-12-08T01:53:10-05:00
g5EQzE3MvixUuj2smRGSp9H9dmAct9reg1Xxi76XAKHY4jbqv,P-avax14kh4dq9pw87swcqfz0xmu6nwsjcu67s9mqdp5x,delegator,1202205611,NodeID-DJ6nZjHBeTwdQiikyuz1foaQ6dWLLYm4u,2020-12-08T01:55:39-05:00
g5EQzE3MvixUuj2smRGSp9H9dmAct9reg1Xxi76XAKHY4jbqv,P-avax14kh4dq9pw87swcqfz0xmu6nwsjcu67s9mqdp5x,delegatee,63273980,NodeID-DJ6nZjHBeTwdQiikyuz1foaQ6dWLLYm4u,2020-12-08T01:55:39-05:00
4BfT4mMi1JJyum76PzcxMtGSDhVQ5doLd52HMieE5WCw29Shn,P-avax1xcyqh40fludnr8z86jfztx2gt6h7v4w8th5zth,delegator,6822586640,NodeID-GSgaA47umS1px2ohVjodW9621Ks63xDxD,2020-12-08T02:00:13-05:00
4BfT4mMi1JJyum76PzcxMtGSDhVQ5doLd52HMieE5WCw29Shn,P-avax1xcyqh40fludnr8z86jfztx2gt6h7v4w8th5zth,delegatee,1705646661,NodeID-GSgaA47umS1px2ohVjodW9621Ks63xDxD,2020-12-08T02:00:13-05:00
rDb2BHk8x8XwqNawDkrAdPvaXmVmBTSDZhqeNk87BCj2rWBVi,P-avax1m6exvdf9w6kpmja00mjfk9aprkjsnect6gs4w4,delegator,469419757027,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T02:00:34-05:00
rDb2BHk8x8XwqNawDkrAdPvaXmVmBTSDZhqeNk87BCj2rWBVi,P-avax1m6exvdf9w6kpmja00mjfk9aprkjsnect6gs4w4,delegatee,52157750781,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T02:00:34-05:00
2nKcW4kbu1CqUpJa8cGn7CiuS8NLbahKmo4AehpUdpNhiTUjKo,P-avax1xcyqh40fludnr8z86jfztx2gt6h7v4w8th5zth,delegator,8529007038,NodeID-GSgaA47umS1px2ohVjodW9621Ks63xDxD,2020-12-08T02:00:34-05:00
2nKcW4kbu1CqUpJa8cGn7CiuS8NLbahKmo4AehpUdpNhiTUjKo,P-avax1xcyqh40fludnr8z86jfztx2gt6h7v4w8th5zth,delegatee,2132251760,NodeID-GSgaA47umS1px2ohVjodW9621Ks63xDxD,2020-12-08T02:00:34-05:00
2pdGt287eWbERiCtj6UvRLE6FKGr6xt3JgB11geZNJaoQ6NGV6,P-avax1xcyqh40fludnr8z86jfztx2gt6h7v4w8th5zth,delegator,1722616851,NodeID-GSgaA47umS1px2ohVjodW9621Ks63xDxD,2020-12-08T02:00:40-05:00
2pdGt287eWbERiCtj6UvRLE6FKGr6xt3JgB11geZNJaoQ6NGV6,P-avax1xcyqh40fludnr8z86jfztx2gt6h7v4w8th5zth,delegatee,430654213,NodeID-GSgaA47umS1px2ohVjodW9621Ks63xDxD,2020-12-08T02:00:40-05:00
2sCcb6az8ZZErxmr24q6ry35sqykvUv39Q4CvytKZe3pErYpci,P-avax1m6exvdf9w6kpmja00mjfk9aprkjsnect6gs4w4,staking,22526026002,NodeID-DJ6nZjHBeTwdQiikyuz1foaQ6dWLLYm4u,2020-12-08T02:00:40-05:00
2LZ758KdWFzEuvehcfsJnRtnuekaHdy52TkU85bZcLBmY1Bfxo,P-avax16x0ev8xe52fvwr60lwldq8epyvm3qp0xumsyqj,delegator,5356049580,NodeID-36giFye5epwBTpGqPk7b4CCYe3hfyoFr1,2020-12-08T02:00:47-05:00
2LZ758KdWFzEuvehcfsJnRtnuekaHdy52TkU85bZcLBmY1Bfxo,P-avax16x0ev8xe52fvwr60lwldq8epyvm3qp0xumsyqj,delegatee,109307135,NodeID-36giFye5epwBTpGqPk7b4CCYe3hfyoFr1,2020-12-08T02:00:47-05:00
2Z1PYfeCZPXdYNMAnj7uYfEpCjx48MZniE8xGRp6TeLAzk2nPR,P-avax1a66xz05ng7knjlk69a849khv9l3fmvep4es9rx,delegator,117708775227,NodeID-NJ8iSYPYPqU9TyPbjadkNFyjjWJdCgpLg,2020-12-08T02:07:50-05:00
2Z1PYfeCZPXdYNMAnj7uYfEpCjx48MZniE8xGRp6TeLAzk2nPR,P-avax1a66xz05ng7knjlk69a849khv9l3fmvep4es9rx,delegatee,2402219903,NodeID-NJ8iSYPYPqU9TyPbjadkNFyjjWJdCgpLg,2020-12-08T02:07:50-05:00
en6qSm4fXD6EfFdKExyEyTTXqgvVUMBzLbgg2SVbiqCRstCHb,P-avax1s93mzcuukcj28xqgx72g9ydhv384j87vjrrfk5,delegator,78071906985,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T02:14:31-05:00
en6qSm4fXD6EfFdKExyEyTTXqgvVUMBzLbgg2SVbiqCRstCHb,P-avax1s93mzcuukcj28xqgx72g9ydhv384j87vjrrfk5,delegatee,8674656332,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T02:14:31-05:00
qZNPtDX1dzuSGzDZfBiNBabo4wmpF9MxWNDJ1WGepKWMRWmoU,P-avax1zk8v3duznw376pjpjw6dmpqag7wrzjlc276haz,staking,54189324793567,NodeID-HiFv1DpKXkAAfJ1NHWVqQoojjznibZXHP,2020-12-08T02:30:00-05:00
pLHZsQ92obNUULUYVAADxTFuFcLxVz3MZ5xTaqKC9o1zBxoRs,P-avax1k876m0ewruqhjer8km9uvu7afpcvw20d28qy9k,staking,3880913004468,NodeID-5o4eWuhvE9cmScEoZHr8ngGebxa94rFLo,2020-12-08T02:52:27-05:00
CZRw2k4wxdLLnit3U6KQvLWrXnGC4Pz3AZ2rTSqchAvM2V7fP,P-avax1sxjyh6g78vqfl8m9pmd6v7l8wk9cfvmwth5urr,delegator,8769393705,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2020-12-08T03:00:08-05:00
CZRw2k4wxdLLnit3U6KQvLWrXnGC4Pz3AZ2rTSqchAvM2V7fP,P-avax1sxjyh6g78vqfl8m9pmd6v7l8wk9cfvmwth5urr,delegatee,178967219,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2020-12-08T03:00:08-05:00
pqxE8yTGvwj5qXAKxBxz1St8KxwtWsqfM5FE3MEhq5Zc1VSRa,P-avax1vzauu3ywvwdet9g00943q9swauq65xcwmlry48,delegator,15357672407,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T03:00:19-05:00
pqxE8yTGvwj5qXAKxBxz1St8KxwtWsqfM5FE3MEhq5Zc1VSRa,P-avax1vzauu3ywvwdet9g00943q9swauq65xcwmlry48,delegatee,1706408046,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T03:00:19-05:00
2b4Wbqb74hThvMXMCLKuQBWv1CyQ4uAnWV11WE7zKqKoeESnW1,P-avax1re4p0ykxqqk2ut9agw8h3y2fhsa0d7lywtguuz,delegator,23237375241,NodeID-JeWJrdEMLf7tbMgW1XMc8ZTkPGUQYzXWW,2020-12-08T03:00:25-05:00
2b4Wbqb74hThvMXMCLKuQBWv1CyQ4uAnWV11WE7zKqKoeESnW1,P-avax1re4p0ykxqqk2ut9agw8h3y2fhsa0d7lywtguuz,delegatee,474232148,NodeID-JeWJrdEMLf7tbMgW1XMc8ZTkPGUQYzXWW,2020-12-08T03:00:25-05:00
pt19WQmq1Dc5pBa2ZKSp4JSTiWqJxSR4RqxCu3589A36yUj1n,P-avax1avgsrlsgk6w8eghlc2lqx924sy4qrk7e07nlej,delegator,8772293339,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2020-12-08T03:00:39-05:00
pt19WQmq1Dc5pBa2ZKSp4JSTiWqJxSR4RqxCu3589A36yUj1n,P-avax1avgsrlsgk6w8eghlc2lqx924sy4qrk7e07nlej,delegatee,179026395,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2020-12-08T03:00:39-05:00
DY31ppJTWKzwMyzZpv1ReicHYFmJygNoMrWtQcyNtzJuAFNXb,P-avax1h4rwkd5fwctuzmvu8e793arv37kqlk2af863cp,delegator,17236057136,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T03:23:08-05:00
DY31ppJTWKzwMyzZpv1ReicHYFmJygNoMrWtQcyNtzJuAFNXb,P-avax1h4rwkd5fwctuzmvu8e793arv37kqlk2af863cp,delegatee,1915117460,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T03:23:08-05:00
2Z3JLSebbBr1jBzA95c1ViQJLaAxNCLSN2CLNogMjbrroWKkbt,P-avax16dl5073c9z3td3rf0s0r63apvrlltkjcsgd8m4,delegator,93949872,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2020-12-08T03:26:35-05:00
2Z3JLSebbBr1jBzA95c1ViQJLaAxNCLSN2CLNogMjbrroWKkbt,P-avax16dl5073c9z3td3rf0s0r63apvrlltkjcsgd8m4,delegatee,1917345,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2020-12-08T03:26:35-05:00
wanJyTDnRUhohPyx55MLoNv36dtouw3C1MP4vWFUbYiuQR5Sc,P-avax1cnswnllcseysr5gunfajjd4ttpjvct24hrkrxk,delegator,18560170839,NodeID-GSgaA47umS1px2ohVjodW9621Ks63xDxD,2020-12-08T03:27:29-05:00
wanJyTDnRUhohPyx55MLoNv36dtouw3C1MP4vWFUbYiuQR5Sc,P-avax1cnswnllcseysr5gunfajjd4ttpjvct24hrkrxk,delegatee,4640042710,NodeID-GSgaA47umS1px2ohVjodW9621Ks63xDxD,2020-12-08T03:27:29-05:00
2p2HaNgHZcZyfYTvnWkrM5Ai1SbjmxmkMyA9VPkQNX7TkcavP6,P-avax1cnswnllcseysr5gunfajjd4ttpjvct24hrkrxk,delegator,18196442538,NodeID-DAtCoXfLT6Y83dgJ7FmQg8eR53hz37J79,2020-12-08T03:30:29-05:00
2p2HaNgHZcZyfYTvnWkrM5Ai1SbjmxmkMyA9VPkQNX7TkcavP6,P-avax1cnswnllcseysr5gunfajjd4ttpjvct24hrkrxk,delegatee,4549110635,NodeID-DAtCoXfLT6Y83dgJ7FmQg8eR53hz37J79,2020-12-08T03:30:29-05:00
2kUZKb5BnQFESSdURBfhYnFqNZDz41jwi1TfAs9hC5xwV6bTWc,P-avax1lq5z0pp7k27kg0ann6x4vgpk4pvk4wxuexludh,delegator,212277902677,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T03:35:31-05:00
2kUZKb5BnQFESSdURBfhYnFqNZDz41jwi1TfAs9hC5xwV6bTWc,P-avax1lq5z0pp7k27kg0ann6x4vgpk4pvk4wxuexludh,delegatee,23586433631,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T03:35:31-05:00
2dG6vcuJTKuomyij2gMgEbT62wqRbS7WbxQtrhuv6SQBeceXoe,P-avax1ukwnjy24nfw7kq403njkcfmq9vac52cj9zfnpp,delegator,38527755530,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T03:41:34-05:00
2dG6vcuJTKuomyij2gMgEbT62wqRbS7WbxQtrhuv6SQBeceXoe,P-avax1ukwnjy24nfw7kq403njkcfmq9vac52cj9zfnpp,delegatee,4280861726,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T03:41:34-05:00
21ruYahq4tMy8gnuYfEbASHFuN9Senky2EBHm9RzumvZfYupCk,P-avax1av5y5pa0zswg664ky000a00ktvjgng2gv372w2,delegator,1144674110693,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T03:50:01-05:00
21ruYahq4tMy8gnuYfEbASHFuN9Senky2EBHm9RzumvZfYupCk,P-avax1av5y5pa0zswg664ky000a00ktvjgng2gv372w2,delegatee,127186012300,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T03:50:01-05:00
ruZmofh6LpU7fnnzZt1zBRbZfRN3iy6JCuhzFqQ8cKv1kDNFp,P-avax1wz6wfgy8203cglkamcrw28k30957zcwvkuzcfx,delegator,17409248752,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T03:50:03-05:00
ruZmofh6LpU7fnnzZt1zBRbZfRN3iy6JCuhzFqQ8cKv1kDNFp,P-avax1wz6wfgy8203cglkamcrw28k30957zcwvkuzcfx,delegatee,1934360973,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T03:50:03-05:00
2esQ1exPMvVM96KR928rtcRuPbL3HDczWrFahJ9XoGgPwxvzFU,P-avax1gd06s7lem9dangpz9ahpd3aavm7ca3t7qzl296,delegator,68975067223,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T03:50:03-05:00
2esQ1exPMvVM96KR928rtcRuPbL3HDczWrFahJ9XoGgPwxvzFU,P-avax1gd06s7lem9dangpz9ahpd3aavm7ca3t7qzl296,delegatee,7663896359,NodeID-V5R4XjWDtjs8Zi2g3TRNzngnGJiXm2ic,2020-12-08T03:50:03-05:00
yVek1DK92QMHMtN1sHbfMijfx2CievF7hCqsMGzV5G5VoDABJ,P-avax1t9a24v33h5p5qhsumyjlmk0695nyprsu5rym53,delegator,76497913142,NodeID-7CCynVtyQVRBTCjzpfrsrSuaCTjXw7o3G,2020-12-08T03:50:07-05:00
