Disclaimer: I extracted this by injecting printing statements in the P-Chain code. There is no warranty for accuracy and it is all your responsibility to use this data.,,,,,
Tx ID,Address,Type of Reward,nAVAX,Node,Time
2ouaDbj5pPqqa2rmdQE1dns8hvjjN6ENL6xuuU4Hta1deUKtzJ,P-avax1fv3amh6xl906pxaw9yuazhv5hn3r3nw8zhf7l3,delegator,5466951624,NodeID-FVgkUobMuUBABuMA2KngEsm2SG9XLGvdW,2020-10-09T06:33:51-04:00
2ouaDbj5pPqqa2rmdQE1dns8hvjjN6ENL6xuuU4Hta1deUKtzJ,P-avax1fv3amh6xl906pxaw9yuazhv5hn3r3nw8zhf7l3,delegatee,600697238,NodeID-FVgkUobMuUBABuMA2KngEsm2SG9XLGvdW,2020-10-09T06:33:51-04:00
TSfas1PYWTkfGfYqtWK76pGwpjnLZY18jstgbqPVPkLKAaSpu,P-avax10t024yrmf44vh6nllult86t43w3ehk8ue4rndn,delegator,77867557,NodeID-BHK7drcmNhLnePTFwWXaQNRMVB4MrJLzU,2020-10-09T06:34:58-04:00
TSfas1PYWTkfGfYqtWK76pGwpjnLZY18jstgbqPVPkLKAaSpu,P-avax10t024yrmf44vh6nllult86t43w3ehk8ue4rndn,delegatee,19466890,NodeID-BHK7drcmNhLnePTFwWXaQNRMVB4MrJLzU,2020-10-09T06:34:58-04:00
vBc4Q86p7wpa4BVV6Taq2hqR9CAjBvMrqXrqMAEm1Sr7y6mA9,P-avax1f9tkv8p6dpv9uw5szdrkdr7mxftcjdge8t8fs2,delegator,5568869607,NodeID-L7WQizfKW9Y1GZdL9oxKtp5QzgYhViySP,2020-10-09T06:35:55-04:00
vBc4Q86p7wpa4BVV6Taq2hqR9CAjBvMrqXrqMAEm1Sr7y6mA9,P-avax1f9tkv8p6dpv9uw5szdrkdr7mxftcjdge8t8fs2,delegatee,1392217402,NodeID-L7WQizfKW9Y1GZdL9oxKtp5QzgYhViySP,2020-10-09T06:35:55-04:00
2DPeYioBREqR4GP24gtM7rs3hX1CHj2xJi4L6URAhGf9q1mtgw,P-avax1waa43x8mgwdnye2e8e05nescyrwvvyvdwjqt3g,delegator,364333217,NodeID-9eoPiKPHzUd86eZBjME28vdDsv1ytwavK,2020-10-09T06:39:15-04:00
2DPeYioBREqR4GP24gtM7rs3hX1CHj2xJi4L6URAhGf9q1mtgw,P-avax1waa43x8mgwdnye2e8e05nescyrwvvyvdwjqt3g,delegatee,7435372,NodeID-9eoPiKPHzUd86eZBjME28vdDsv1ytwavK,2020-10-09T06:39:15-04:00
2EdiQ8fph1AxfaXsqVg5oxycJCu5P9rn6a7A4Ci3xWrsor8u9r,P-avax1wmmgfcw0kp06jmfk0z22xaj4kd329dz2hwg5sj,delegator,220874988,NodeID-9oP7KmQjtxi7rK5GKmRXFNuNpPmr2vzfw,2020-10-09T06:40:52-04:00
2EdiQ8fph1AxfaXsqVg5oxycJCu5P9rn6a7A4Ci3xWrsor8u9r,P-avax1wmmgfcw0kp06jmfk0z22xaj4kd329dz2hwg5sj,delegatee,4507653,NodeID-9oP7KmQjtxi7rK5GKmRXFNuNpPmr2vzfw,2020-10-09T06:40:52-04:00
2rAn3HPreELzqMubsVKh38wKP8hMiTm3NDhen59CLnDxocBdnY,P-avax1waa43x8mgwdnye2e8e05nescyrwvvyvdwjqt3g,delegator,183976940,NodeID-9eoPiKPHzUd86eZBjME28vdDsv1ytwavK,2020-10-09T06:41:43-04:00
2rAn3HPreELzqMubsVKh38wKP8hMiTm3NDhen59CLnDxocBdnY,P-avax1waa43x8mgwdnye2e8e05nescyrwvvyvdwjqt3g,delegatee,3754632,NodeID-9eoPiKPHzUd86eZBjME28vdDsv1ytwavK,2020-10-09T06:41:43-04:00
2FZEQc69NHeJx3UkcpcREGuvFYF6UjeVG72r7dmegwsU8PzW61,P-avax1ql8p5qr6z4xsechzd4czdqgnhwakdr3zqc4qr7,staking,15022952560,NodeID-DHgkARApRdR8qqaHGaX16ZD7VuPKysHfr,2020-10-09T07:00:31-04:00
2fViTbm7Z8mhmchfzhhbzheJjuTVSPdHMEgGLhN5MaV3zLgSGo,P-avax1n23smh4vyjlxetlvkfr60ysf3qzu0tkdhu0xc8,delegator,108136408990,NodeID-G3BsiH4n8SZrRRFC6zBu1Lo9uYJWPvSGB,2020-10-09T07:02:31-04:00
2fViTbm7Z8mhmchfzhhbzheJjuTVSPdHMEgGLhN5MaV3zLgSGo,P-avax1n23smh4vyjlxetlvkfr60ysf3qzu0tkdhu0xc8,delegatee,4505683708,NodeID-G3BsiH4n8SZrRRFC6zBu1Lo9uYJWPvSGB,2020-10-09T07:02:31-04:00
23cWeKjGo6CquLJypptfPZUvKPShSHPtn4QQtL9GtxXB1e1Nng,P-avax1q86vpuaxvsll9pmjf088drznlxn8uvpt85dv3z,delegator,3254119550,NodeID-3V4w6PoNq9U7zHQBW7sMQprSycwpumr3p,2020-10-09T07:02:57-04:00
23cWeKjGo6CquLJypptfPZUvKPShSHPtn4QQtL9GtxXB1e1Nng,P-avax1q86vpuaxvsll9pmjf088drznlxn8uvpt85dv3z,delegatee,361568839,NodeID-3V4w6PoNq9U7zHQBW7sMQprSycwpumr3p,2020-10-09T07:02:57-04:00
iw2QBaPbJrjn3Us9J8wTZiw5y9novoAcZsytkYo7rDt84YRZW,P-avax13qdtmdrx2e89d3eu8evvj90nwhlgmzefwexcga,staking,16418598737,NodeID-NQ7btBfH5MdLFwZwAR2F6UHRgHXjfNPYV,2020-10-09T07:05:33-04:00
2uSVK5Ndd8Zom7fWHbN8GmVvgGZ42nfpSioFdkNh1pnmaE9T6M,P-avax1n23smh4vyjlxetlvkfr60ysf3qzu0tkdhu0xc8,delegator,55192744971,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2020-10-09T07:11:00-04:00
2uSVK5Ndd8Zom7fWHbN8GmVvgGZ42nfpSioFdkNh1pnmaE9T6M,P-avax1n23smh4vyjlxetlvkfr60ysf3qzu0tkdhu0xc8,delegatee,1126382551,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2020-10-09T07:11:00-04:00
TApryLgcG31NqXXznoRaW3FhALS7ds9d6DEQ9WsvBWGLKf9vb,P-avax1n23smh4vyjlxetlvkfr60ysf3qzu0tkdhu0xc8,delegator,73590303598,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2020-10-09T07:14:03-04:00
TApryLgcG31NqXXznoRaW3FhALS7ds9d6DEQ9WsvBWGLKf9vb,P-avax1n23smh4vyjlxetlvkfr60ysf3qzu0tkdhu0xc8,delegatee,1501842931,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2020-10-09T07:14:03-04:00
qr29DNde27cALNdjhUJSAx68VVML4vBTexdh1oXNgXtNKTFin,P-avax197pqte9s303c9yygfec0z4fn6sg8p2v8nncy00,delegator,98146084,NodeID-6iresvQ2F4jrjYAR8ZL4HBrM5bFYvPvyr,2020-10-09T07:19:50-04:00
qr29DNde27cALNdjhUJSAx68VVML4vBTexdh1oXNgXtNKTFin,P-avax197pqte9s303c9yygfec0z4fn6sg8p2v8nncy00,delegatee,24536521,NodeID-6iresvQ2F4jrjYAR8ZL4HBrM5bFYvPvyr,2020-10-09T07:19:50-04:00
2vq1NYQbexrUTRe6nQF6VpbAqnCjktXwKQ5YHjv4NaBVTs3Xzs,P-avax1um6jqjd3vr2a7s7a44uwtqshc0q4spgqn5lhxm,delegator,2179167104,NodeID-BHK7drcmNhLnePTFwWXaQNRMVB4MrJLzU,2020-10-09T07:25:32-04:00
2vq1NYQbexrUTRe6nQF6VpbAqnCjktXwKQ5YHjv4NaBVTs3Xzs,P-avax1um6jqjd3vr2a7s7a44uwtqshc0q4spgqn5lhxm,delegatee,544791777,NodeID-BHK7drcmNhLnePTFwWXaQNRMVB4MrJLzU,2020-10-09T07:25:32-04:00
2Dksw5FV2VyQ6o3Tnx4HknvbZP9XnK5zhXWeAbub8RKkq9anjZ,P-avax1n23smh4vyjlxetlvkfr60ysf3qzu0tkdhu0xc8,delegator,55192504258,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2020-10-09T07:29:13-04:00
2Dksw5FV2VyQ6o3Tnx4HknvbZP9XnK5zhXWeAbub8RKkq9anjZ,P-avax1n23smh4vyjlxetlvkfr60ysf3qzu0tkdhu0xc8,delegatee,1126377638,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2020-10-09T07:29:13-04:00
Q2xF2FinyZPAA1DVNhkE1Ch3BsxG5j7sXpajPt37srwEWf71s,P-avax1n23smh4vyjlxetlvkfr60ysf3qzu0tkdhu0xc8,delegator,55192319680,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2020-10-09T07:31:30-04:00
Q2xF2FinyZPAA1DVNhkE1Ch3BsxG5j7sXpajPt37srwEWf71s,P-avax1n23smh4vyjlxetlvkfr60ysf3qzu0tkdhu0xc8,delegatee,1126373872,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2020-10-09T07:31:30-04:00
9MWnJFLvMzQ1Nm6cUTkLTettzKChdZfys3g8SgYfiDjktLZKQ,P-avax1vxau80d7hcxrnc5w4nrkknv92375ly2sxzvdtc,delegator,9198672913,NodeID-CW1oWgrfSJVz1mbyBGF1qk74XHRQ5vNhF,2020-10-09T07:33:07-04:00
9MWnJFLvMzQ1Nm6cUTkLTettzKChdZfys3g8SgYfiDjktLZKQ,P-avax1vxau80d7hcxrnc5w4nrkknv92375ly2sxzvdtc,delegatee,187728019,NodeID-CW1oWgrfSJVz1mbyBGF1qk74XHRQ5vNhF,2020-10-09T07:33:07-04:00
2cWDPpAjR83RqQbUFJ6HDQuSAHzWkRAUwkngGoQorRsCDdbaDk,P-avax1n23smh4vyjlxetlvkfr60ysf3qzu0tkdhu0xc8,delegator,73589732706,NodeID-9eoPiKPHzUd86eZBjME28vdDsv1ytwavK,2020-10-09T07:35:46-04:00
2cWDPpAjR83RqQbUFJ6HDQuSAHzWkRAUwkngGoQorRsCDdbaDk,P-avax1n23smh4vyjlxetlvkfr60ysf3qzu0tkdhu0xc8,delegatee,1501831280,NodeID-9eoPiKPHzUd86eZBjME28vdDsv1ytwavK,2020-10-09T07:35:46-04:00
udLpM9ncT6V5MagfoidcC5FFySLEy4whJjjCy8bq5fe1wD7WH,P-avax1gdw7rmln4wl74pg472yu63tek3xevdjm0cs0r2,staking,9540003685,NodeID-HYwzPrs3tDR6yyMtKZo22fq8grJsP1DVF,2020-10-09T07:41:08-04:00
2qeSSNcKFXkRtjQ7Dsv9De1zQnDatHt25wuiJGqJ1hLBNg4xm1,P-avax1q2w5etsn72mh0540wv4mugay3t3fw8m3ckzqj5,delegator,7358959648,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2020-10-09T07:54:08-04:00
2qeSSNcKFXkRtjQ7Dsv9De1zQnDatHt25wuiJGqJ1hLBNg4xm1,P-avax1q2w5etsn72mh0540wv4mugay3t3fw8m3ckzqj5,delegatee,150182850,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2020-10-09T07:54:08-04:00
2oJNiQ8M6Yc5SGroBKD92PFXu5wUWEhpbWW2h5YBkTo7eEa6F5,P-avax1d979yn27ez75pd9e9mq79rq9junlk9cn9rewxn,delegator,75091421,NodeID-L7WQizfKW9Y1GZdL9oxKtp5QzgYhViySP,2020-10-09T07:55:04-04:00
2oJNiQ8M6Yc5SGroBKD92PFXu5wUWEhpbWW2h5YBkTo7eEa6F5,P-avax1d979yn27ez75pd9e9mq79rq9junlk9cn9rewxn,delegatee,18772856,NodeID-L7WQizfKW9Y1GZdL9oxKtp5QzgYhViySP,2020-10-09T07:55:04-04:00
2sTQcQDYdpKf8iFmsbYFGrkqFWtNTtzQgY154MDyhgDE8VEihP,P-avax1d979yn27ez75pd9e9mq79rq9junlk9cn9rewxn,delegator,375255864,NodeID-L7WQizfKW9Y1GZdL9oxKtp5QzgYhViySP,2020-10-09T07:58:02-04:00
2sTQcQDYdpKf8iFmsbYFGrkqFWtNTtzQgY154MDyhgDE8VEihP,P-avax1d979yn27ez75pd9e9mq79rq9junlk9cn9rewxn,delegatee,93813966,NodeID-L7WQizfKW9Y1GZdL9oxKtp5QzgYhViySP,2020-10-09T07:58:02-04:00
UcuaRU8MqWQZyicDxhXxCjSaaj5gBJvNsfZF773fywSYueK1v,P-avax1rqjrva6htxu0z6k42hx7mj04sr20ffhxclw5qx,delegator,15862194650,NodeID-JRNiPWVdV7Vq7MzBmAQB4jekNTfvRAedj,2020-10-09T08:10:26-04:00
UcuaRU8MqWQZyicDxhXxCjSaaj5gBJvNsfZF773fywSYueK1v,P-avax1rqjrva6htxu0z6k42hx7mj04sr20ffhxclw5qx,delegatee,323718259,NodeID-JRNiPWVdV7Vq7MzBmAQB4jekNTfvRAedj,2020-10-09T08:10:26-04:00
3ZPCTz6ibTuBRsjTcQjqeoAjpu7ZykhVHfwhPqCG6bU9rss6B,P-avax1j0ssqwgwxzu962dcrvkq9qy5fkqnmt3xezult7,delegator,59207710834,NodeID-CNX6No1VNMFUU92HAgro92xeV7JAYpgQW,2020-10-09T08:26:41-04:00
3ZPCTz6ibTuBRsjTcQjqeoAjpu7ZykhVHfwhPqCG6bU9rss6B,P-avax1j0ssqwgwxzu962dcrvkq9qy5fkqnmt3xezult7,delegatee,1208320630,NodeID-CNX6No1VNMFUU92HAgro92xeV7JAYpgQW,2020-10-09T08:26:41-04:00
281vMtoQCRWjqceEq8pSBCo9cKjxEQLwz8ji2j854LkCVTiaUB,P-avax198vvyps6gvgcv7nrkvf0w29x5vql3jlvps7pzp,delegator,301473398,NodeID-L7WQizfKW9Y1GZdL9oxKtp5QzgYhViySP,2020-10-09T08:27:17-04:00
281vMtoQCRWjqceEq8pSBCo9cKjxEQLwz8ji2j854LkCVTiaUB,P-avax198vvyps6gvgcv7nrkvf0w29x5vql3jlvps7pzp,delegatee,75368350,NodeID-L7WQizfKW9Y1GZdL9oxKtp5QzgYhViySP,2020-10-09T08:27:17-04:00
CqCqMQELFGDB5JG52hq71jTHaN3ZnDqGhe12BqQZbrddGcG5s,P-avax152yydd72yvm27u8k35c5uawq0ntx3m5qkd6lu7,delegator,16592907371,NodeID-93GeNK4aseHD8C2ytEEtXetmp1KPq1seE,2020-10-09T08:27:21-04:00
CqCqMQELFGDB5JG52hq71jTHaN3ZnDqGhe12BqQZbrddGcG5s,P-avax152yydd72yvm27u8k35c5uawq0ntx3m5qkd6lu7,delegatee,338630763,NodeID-93GeNK4aseHD8C2ytEEtXetmp1KPq1seE,2020-10-09T08:27:21-04:00
27dLHeWQEmR7BF77dJYofpjNSXJyAe89CVPWdXNXCQGRZ27Znn,P-avax1j0ssqwgwxzu962dcrvkq9qy5fkqnmt3xezult7,delegator,39471793972,NodeID-K4deTrzXuDNQDSzXCwpp3MvWWrAHwPC2g,2020-10-09T08:27:45-04:00
27dLHeWQEmR7BF77dJYofpjNSXJyAe89CVPWdXNXCQGRZ27Znn,P-avax1j0ssqwgwxzu962dcrvkq9qy5fkqnmt3xezult7,delegatee,805546816,NodeID-K4deTrzXuDNQDSzXCwpp3MvWWrAHwPC2g,2020-10-09T08:27:45-04:00
2DfaUMQYxp4YXkbRSb8H6GZTDBW2dBCrkxh3mbL9wpfsxLQrbk,P-avax1rqjrva6htxu0z6k42hx7mj04sr20ffhxclw5qx,delegator,1762299827,NodeID-9eoPiKPHzUd86eZBjME28vdDsv1ytwavK,2020-10-09T08:34:31-04:00
2DfaUMQYxp4YXkbRSb8H6GZTDBW2dBCrkxh3mbL9wpfsxLQrbk,P-avax1rqjrva6htxu0z6k42hx7mj04sr20ffhxclw5qx,delegatee,35965303,NodeID-9eoPiKPHzUd86eZBjME28vdDsv1ytwavK,2020-10-09T08:34:31-04:00
69EwzMU8PxD9cDmHCjvgAforhGWAd9DHC41EccQUYfdbtBgA6,P-avax1l0702emdd96dzenaspwqxg68q47zlz3l0jt0tl,delegator,6018763648,NodeID-L7WQizfKW9Y1GZdL9oxKtp5QzgYhViySP,2020-10-09T08:39:51-04:00
69EwzMU8PxD9cDmHCjvgAforhGWAd9DHC41EccQUYfdbtBgA6,P-avax1l0702emdd96dzenaspwqxg68q47zlz3l0jt0tl,delegatee,1504690913,NodeID-L7WQizfKW9Y1GZdL9oxKtp5QzgYhViySP,2020-10-09T08:39:51-04:00
tWJf8tV7FDgUvHDAW5wy3j2wSLEnJCJiap8mKFZMj1mEnNU92,P-avax1hn2adkvk9xvzwztf5xwq3hw2ewp046j4eenfqh,delegator,10133014416,NodeID-3V4w6PoNq9U7zHQBW7sMQprSycwpumr3p,2020-10-09T08:49:32-04:00
tWJf8tV7FDgUvHDAW5wy3j2wSLEnJCJiap8mKFZMj1mEnNU92,P-avax1hn2adkvk9xvzwztf5xwq3hw2ewp046j4eenfqh,delegatee,1125890491,NodeID-3V4w6PoNq9U7zHQBW7sMQprSycwpumr3p,2020-10-09T08:49:32-04:00
HmB3h8GxgY8jEUnEBhCP2h6LvbFjMaxHSZHZjuyf5Jq46nTJX,P-avax1kcjkkp6wfk6fpj6aqhw7lc6shn68ylww8zcadv,delegator,5518718412,NodeID-9eoPiKPHzUd86eZBjME28vdDsv1ytwavK,2020-10-09T08:58:17-04:00
HmB3h8GxgY8jEUnEBhCP2h6LvbFjMaxHSZHZjuyf5Jq46nTJX,P-avax1kcjkkp6wfk6fpj6aqhw7lc6shn68ylww8zcadv,delegatee,112626907,NodeID-9eoPiKPHzUd86eZBjME28vdDsv1ytwavK,2020-10-09T08:58:17-04:00
2rqAmsPWaVaDwvone1jDdg1BqjF96xBarv4H2L3UpUcdbXwrwN,P-avax1m4wac9qu5rucceaxy9gxlg380fm00a3pl7vfq9,delegator,2340986074,NodeID-AbfdkS6u8F8kxh2pPuK32KASNK4sSr4QR,2020-10-09T09:07:09-04:00
2rqAmsPWaVaDwvone1jDdg1BqjF96xBarv4H2L3UpUcdbXwrwN,P-avax1m4wac9qu5rucceaxy9gxlg380fm00a3pl7vfq9,delegatee,47775227,NodeID-AbfdkS6u8F8kxh2pPuK32KASNK4sSr4QR,2020-10-09T09:07:09-04:00
2X9oM24DFUuwyYH5tGCY5zyaBAXbGvFxCDUYam1GC8wVbMBESs,P-avax1jnpsn0up9udwqqtlgj67h848ht04hadde7y6s9,delegator,91123843,NodeID-MLjT51Y8TNKeTHpTvu2P8L4rJUDCP3MES,2020-10-09T09:09:31-04:00
2X9oM24DFUuwyYH5tGCY5zyaBAXbGvFxCDUYam1GC8wVbMBESs,P-avax1jnpsn0up9udwqqtlgj67h848ht04hadde7y6s9,delegatee,7923813,NodeID-MLjT51Y8TNKeTHpTvu2P8L4rJUDCP3MES,2020-10-09T09:09:31-04:00
2FHyBc5RBc6yjx1Q8Rwe38D1BNdYYxnctftWg2tJ5VLKy1dUaq,P-avax1lhwm2gaxwzawklg4xdgg8tah7rxtmy8aylfn0w,delegator,91966950,NodeID-9oP7KmQjtxi7rK5GKmRXFNuNpPmr2vzfw,2020-10-09T09:12:58-04:00
2FHyBc5RBc6yjx1Q8Rwe38D1BNdYYxnctftWg2tJ5VLKy1dUaq,P-avax1lhwm2gaxwzawklg4xdgg8tah7rxtmy8aylfn0w,delegatee,1876877,NodeID-9oP7KmQjtxi7rK5GKmRXFNuNpPmr2vzfw,2020-10-09T09:12:58-04:00
2ti4qzvdT9Gs5enknN1dMpXcQGraENwR6Wfm1i5EVSH7q47i3q,P-avax1em3dqvxglyxavtyt5zplyk4fl0tmqpszldwvyx,staking,10118777335,NodeID-6CYTsW7ns6ZXrsiPP5ykV8aainkDgjrWk,2020-10-09T09:13:06-04:00
VNkr1DSvp6X3bpZXPmjRCxxqHyhHUXWLRtpLp2nc9bGqERAZh,P-avax193pyrjzx94dpfcqa206ghf6fe5vhefhy488xeq,delegator,118127684,NodeID-L7WQizfKW9Y1GZdL9oxKtp5QzgYhViySP,2020-10-09T09:21:39-04:00
VNkr1DSvp6X3bpZXPmjRCxxqHyhHUXWLRtpLp2nc9bGqERAZh,P-avax193pyrjzx94dpfcqa206ghf6fe5vhefhy488xeq,delegatee,29531921,NodeID-L7WQizfKW9Y1GZdL9oxKtp5QzgYhViySP,2020-10-09T09:21:39-04:00
7u5XBMWWnYXyz156jz8etYaz2DpWYUJJbvFCv8NLHEZp1rg9h,P-avax1972gqlqz8x3ywn2vustjlagvt3tw9ac6q8n732,delegator,168909748,NodeID-EkvXF2Sxi5XcHnscti1kYzdVCUA3WhdFW,2020-10-09T09:30:22-04:00
7u5XBMWWnYXyz156jz8etYaz2DpWYUJJbvFCv8NLHEZp1rg9h,P-avax1972gqlqz8x3ywn2vustjlagvt3tw9ac6q8n732,delegatee,18767750,NodeID-EkvXF2Sxi5XcHnscti1kYzdVCUA3WhdFW,2020-10-09T09:30:22-04:00
2jJ5yyf1qs7PWdPR4BYoQ2WapTNtbwunFxQSFKKnUF9L6rvChC,P-avax1d3asgr3lkmeuzakrsflfrw0w2l9d0063nxxx4j,delegator,1899296280712,NodeID-NNCuqkczH7E13ob75z9bZh86jWaH3ZjYA,2020-10-09T09:33:44-04:00
2jJ5yyf1qs7PWdPR4BYoQ2WapTNtbwunFxQSFKKnUF9L6rvChC,P-avax1d3asgr3lkmeuzakrsflfrw0w2l9d0063nxxx4j,delegatee,474824070179,NodeID-NNCuqkczH7E13ob75z9bZh86jWaH3ZjYA,2020-10-09T09:33:44-04:00
32CSErJazCjU8GWt66bdob5KaA4eUEUXHsJ5gwppSKutypf6S,P-avax1aa78ugm3rehclct45hjehx6dpyf3cy3r2q4dpy,delegator,5969507692,NodeID-8JYJVijgzBsSTK5EUsXitrMEYNGkqeba5,2020-10-09T09:34:42-04:00
32CSErJazCjU8GWt66bdob5KaA4eUEUXHsJ5gwppSKutypf6S,P-avax1aa78ugm3rehclct45hjehx6dpyf3cy3r2q4dpy,delegatee,313523244,NodeID-8JYJVijgzBsSTK5EUsXitrMEYNGkqeba5,2020-10-09T09:34:42-04:00
cD6opV9wTToQXGUW9wbD7fNCBGreZYr1o14kzDht3amgi82mF,P-avax1udtjfqd33nwjucrdl755rvmpr8ahpmfpkcm48k,delegator,1327929961,NodeID-9eoPiKPHzUd86eZBjME28vdDsv1ytwavK,2020-10-09T09:40:11-04:00
cD6opV9wTToQXGUW9wbD7fNCBGreZYr1o14kzDht3amgi82mF,P-avax1udtjfqd33nwjucrdl755rvmpr8ahpmfpkcm48k,delegatee,27100612,NodeID-9eoPiKPHzUd86eZBjME28vdDsv1ytwavK,2020-10-09T09:40:11-04:00
2jPtGf5KbHudY4ieTDhEAvn3oJe7ZdW6RvqcNm1XrfY1XuEnPi,P-avax1nrlz6enzr7knujf3k2ddd7pzdhwmrye0tm3l0e,delegator,133318324,NodeID-BHK7drcmNhLnePTFwWXaQNRMVB4MrJLzU,2020-10-09T10:08:40-04:00
2jPtGf5KbHudY4ieTDhEAvn3oJe7ZdW6RvqcNm1XrfY1XuEnPi,P-avax1nrlz6enzr7knujf3k2ddd7pzdhwmrye0tm3l0e,delegatee,33329582,NodeID-BHK7drcmNhLnePTFwWXaQNRMVB4MrJLzU,2020-10-09T10:08:40-04:00
VJU4GBGERgbke5hbjPQYxPycAJebrmKNqMuAf5pvtmRy2aFTr,P-avax1m6exvdf9w6kpmja00mjfk9aprkjsnect6gs4w4,staking,7507000618,NodeID-DJ6nZjHBeTwdQiikyuz1foaQ6dWLLYm4u,2020-10-09T10:17:53-04:00
ag3CW44kWqLc6JyLUYffRa3oMdCT4YzRtFfpme1AemgXb4Md5,P-avax1lllatakt5lp2rqdn6ey6kudyuwjt3fted2pud5,delegator,680305181,NodeID-PUw5p37RZKVjpK8kxBa12TBtZZdhykGUP,2020-10-09T10:30:16-04:00
ag3CW44kWqLc6JyLUYffRa3oMdCT4YzRtFfpme1AemgXb4Md5,P-avax1lllatakt5lp2rqdn6ey6kudyuwjt3fted2pud5,delegatee,75589465,NodeID-PUw5p37RZKVjpK8kxBa12TBtZZdhykGUP,2020-10-09T10:30:16-04:00
Q4B4FSbSJiLk6Rv9HhXTg6ZTbBvc1TUxVbaE5Uu7tGekrHRJ6,P-avax1lllatakt5lp2rqdn6ey6kudyuwjt3fted2pud5,delegator,101715104,NodeID-PUw5p37RZKVjpK8kxBa12TBtZZdhykGUP,2020-10-09T10:30:42-04:00
Q4B4FSbSJiLk6Rv9HhXTg6ZTbBvc1TUxVbaE5Uu7tGekrHRJ6,P-avax1lllatakt5lp2rqdn6ey6kudyuwjt3fted2pud5,delegatee,11301679,NodeID-PUw5p37RZKVjpK8kxBa12TBtZZdhykGUP,2020-10-09T10:30:42-04:00
gzkgS2rrzFEAWhvmUj3hbq6TLxZb4WUd3VxKAJVfz4XigcPiK,P-avax12qmrd9890xluumx9w58fh5993r6lrwwz0k2yc0,delegator,90621129,NodeID-9KHNWeNraeHzLzLUbsZ2tUbW5AcHG2vCt,2020-10-09T10:45:35-04:00
gzkgS2rrzFEAWhvmUj3hbq6TLxZb4WUd3VxKAJVfz4XigcPiK,P-avax12qmrd9890xluumx9w58fh5993r6lrwwz0k2yc0,delegatee,10069015,NodeID-9KHNWeNraeHzLzLUbsZ2tUbW5AcHG2vCt,2020-10-09T10:45:35-04:00
MkEnuA7YdcEk981TFc5wFHnYCzTGPkcy8uPZ5JjggKC3HnKBC,P-avax1c08edkvsxpclztct4r3wwwvzw6j0llyzk929d6,delegator,3002799591,NodeID-BHK7drcmNhLnePTFwWXaQNRMVB4MrJLzU,2020-10-09T10:52:23-04:00
MkEnuA7YdcEk981TFc5wFHnYCzTGPkcy8uPZ5JjggKC3HnKBC,P-avax1c08edkvsxpclztct4r3wwwvzw6j0llyzk929d6,delegatee,750699898,NodeID-BHK7drcmNhLnePTFwWXaQNRMVB4MrJLzU,2020-10-09T10:52:23-04:00
2G8oFPTB9AfP76x5DZDHck3m8qzFje4zXsLPuG5vfvFP64Q2ek,P-avax1c08edkvsxpclztct4r3wwwvzw6j0llyzk929d6,delegator,15914837504,NodeID-BHK7drcmNhLnePTFwWXaQNRMVB4MrJLzU,2020-10-09T10:58:05-04:00
2G8oFPTB9AfP76x5DZDHck3m8qzFje4zXsLPuG5vfvFP64Q2ek,P-avax1c08edkvsxpclztct4r3wwwvzw6j0llyzk929d6,delegatee,3978709377,NodeID-BHK7drcmNhLnePTFwWXaQNRMVB4MrJLzU,2020-10-09T10:58:05-04:00
NQrtFXK4h9aSW5rAoCN1qJMHTJP6aDBDWJSGBxJjzVY4U45Tw,P-avax1ha3858rxw7skesh44lu5tltuj3a30kgtmtwe7r,delegator,20165146357,NodeID-CW1oWgrfSJVz1mbyBGF1qk74XHRQ5vNhF,2020-10-09T11:04:57-04:00
NQrtFXK4h9aSW5rAoCN1qJMHTJP6aDBDWJSGBxJjzVY4U45Tw,P-avax1ha3858rxw7skesh44lu5tltuj3a30kgtmtwe7r,delegatee,411533600,NodeID-CW1oWgrfSJVz1mbyBGF1qk74XHRQ5vNhF,2020-10-09T11:04:57-04:00
2DLz4aFNbBCosBfC413WoNYZJmGgqxnybiFH8mHsxwyEiqPBT5,P-avax1jwy5ml9j2dmf2r5qsgjftg0wj07wamfv9cw2ck,delegator,23852768443,NodeID-4xQpQD2yD5xxpMmK8qmaWxyeC8gCqAUbY,2020-10-09T11:05:18-04:00
2DLz4aFNbBCosBfC413WoNYZJmGgqxnybiFH8mHsxwyEiqPBT5,P-avax1jwy5ml9j2dmf2r5qsgjftg0wj07wamfv9cw2ck,delegatee,486791193,NodeID-4xQpQD2yD5xxpMmK8qmaWxyeC8gCqAUbY,2020-10-09T11:05:18-04:00
