Disclaimer: I extracted this by injecting printing statements in the P-Chain code. There is no warranty for accuracy and it is all your responsibility to use this data.,,,,,
Tx ID,Address,Reward Type,nAVAX,Node,Time
2vTHM8s3EQjCgJRSLD2NPvC8gNXx5AMWJShYaDZ1cWgUhdQKTY,P-avax1msjarynn63yn7r08gp22ghdxvn557hskr0v6uy,delegator,7019322111,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-20T19:48:35Z
2vTHM8s3EQjCgJRSLD2NPvC8gNXx5AMWJShYaDZ1cWgUhdQKTY,P-avax1y8fmzkfhdc2f68vz8lfvsmx0dfv52ckhlp7n06,delegatee,143251472,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-20T19:48:35Z
# block,279930,,,,
2qk115eegt5Skiiu3rDKvtUDaK2RwsNWCvECHLknnWtA6qGyUg,P-avax1msjarynn63yn7r08gp22ghdxvn557hskr0v6uy,delegator,7493126055,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2021-01-20T19:52:41Z
2qk115eegt5Skiiu3rDKvtUDaK2RwsNWCvECHLknnWtA6qGyUg,P-avax1y8fmzkfhdc2f68vz8lfvsmx0dfv52ckhlp7n06,delegatee,152920940,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2021-01-20T19:52:41Z
# block,279936,,,,
2CxLMoNMcYwnK2t3QwWUxqCNJKabiXJ3XQGjqyir5M9yc4htNv,P-avax1msjarynn63yn7r08gp22ghdxvn557hskr0v6uy,delegator,12108329281,NodeID-9oP7KmQjtxi7rK5GKmRXFNuNpPmr2vzfw,2021-01-20T19:59:13Z
2CxLMoNMcYwnK2t3QwWUxqCNJKabiXJ3XQGjqyir5M9yc4htNv,P-avax157knx2kez26fwqafu5lhtpvycanpcnx2rl4pwt,delegatee,247108761,NodeID-9oP7KmQjtxi7rK5GKmRXFNuNpPmr2vzfw,2021-01-20T19:59:13Z
# block,279958,,,,
2NgjFLtLU4ZFegrYkDwpQp24bcXXuPJcKoFSYKsYQySdE2m37d,P-avax1s0glg8lty9kwaty3w7ydzf7ylux73p2sq5r7r4,delegator,885494165229,NodeID-NYNMabJTpEEMMtSjcFtcEcnRyed79zMT8,2021-01-20T20:15:42Z
2NgjFLtLU4ZFegrYkDwpQp24bcXXuPJcKoFSYKsYQySdE2m37d,P-avax1gxu3y3h0l2406f37ptttuhy56hfk3wryat0t5d,delegatee,221373541308,NodeID-NYNMabJTpEEMMtSjcFtcEcnRyed79zMT8,2021-01-20T20:15:42Z
# block,279964,,,,
2QWiqd4MzxRfAYEFCiosA2v8ead9bn8qicAVXttz7SEBxupCD4,P-avax16hkj9lyrkrnlrqalqxzqtqxmvpu8k3kmey7rtl,staking,14545095663,NodeID-FNBA3k6vgLTThBnVBnQ4PyZrgWg2jXAgN,2021-01-20T20:18:08Z
# block,279978,,,,
2QbN54XghBB4Zu1aJiggL24YW8jqt1du5q1XCz89DreduLJKQ8,P-avax1hk3krsl0mhpf5dhk5yd3d3yrsdtxdljp2rfl2u,delegator,7121382739,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2021-01-20T20:39:34Z
2QbN54XghBB4Zu1aJiggL24YW8jqt1du5q1XCz89DreduLJKQ8,P-avax1y8fmzkfhdc2f68vz8lfvsmx0dfv52ckhlp7n06,delegatee,145334342,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2021-01-20T20:39:34Z
# block,279982,,,,
2djjsEPFaGxqh7vUZrpCdrvQynCKL7ykPjPLGeN4UaoWmWyRhH,P-avax16fjn9na7wpxveplwnuue3j7xk09g4umjjqxg6g,delegator,7095804789,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2021-01-20T20:41:00Z
2djjsEPFaGxqh7vUZrpCdrvQynCKL7ykPjPLGeN4UaoWmWyRhH,P-avax1y8fmzkfhdc2f68vz8lfvsmx0dfv52ckhlp7n06,delegatee,144812343,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2021-01-20T20:41:00Z
# block,279986,,,,
2wJpRiGt66gdZedoLzXzDZQEbZpgQR6n8pFQzTz9VmNwhVqSf9,P-avax1rdt94675f6uvesqxs2a5fy6z6vz6pu7kaepace,delegator,3260999712,NodeID-MGrikMRTmooL1j7uawPHjaMS1cXkbewdb,2021-01-20T20:42:14Z
2wJpRiGt66gdZedoLzXzDZQEbZpgQR6n8pFQzTz9VmNwhVqSf9,P-avax1p5xap8tu9448527uq58caaxv2tgree3qae7p6c,delegatee,66551015,NodeID-MGrikMRTmooL1j7uawPHjaMS1cXkbewdb,2021-01-20T20:42:14Z
# block,279990,,,,
VhctqLApgoWNaDtuu3ggt8hpcFqv1ayQnGWc9mXxBLw7Pigwq,P-avax1ehaj0umwz4v7vclr30fkvteqlxf04fc4r2ve73,delegator,6365478379,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2021-01-20T20:45:36Z
VhctqLApgoWNaDtuu3ggt8hpcFqv1ayQnGWc9mXxBLw7Pigwq,P-avax1y8fmzkfhdc2f68vz8lfvsmx0dfv52ckhlp7n06,delegatee,129907723,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2021-01-20T20:45:36Z
# block,280020,,,,
jUehpBsvKA4oNmC8yvVf6ASjAqspBWb3grm5yrqrkqt4aKKBe,P-avax19gttqfmrndxrvwmg43su7j0qdpn63fz78jrk79,delegator,168629295183,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-20T21:13:32Z
jUehpBsvKA4oNmC8yvVf6ASjAqspBWb3grm5yrqrkqt4aKKBe,P-avax15ma9j6x7jg2maaz4sjcj65yrppegt0adghgwjy,delegatee,3441414188,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-20T21:13:32Z
# block,280046,,,,
2eU6CRKfLqjnQiDuEQDRd1N9p6DEtphdJdTHRmxGXnTAcjJdRc,P-avax1tn5j6rpw62dqd9ueqrke33hr9sqd50fgvq6n4v,delegator,15498139002,NodeID-DM1v7fHC87etS4WfVv7wjh9neC7SGDKRB,2021-01-20T21:34:49Z
2eU6CRKfLqjnQiDuEQDRd1N9p6DEtphdJdTHRmxGXnTAcjJdRc,P-avax1walamhgc6alz3g9rn4qh6cvzy54kf63mz34d9j,delegatee,316288552,NodeID-DM1v7fHC87etS4WfVv7wjh9neC7SGDKRB,2021-01-20T21:34:49Z
# block,280048,,,,
2WyTFCuQHECSfjboCBENju5GAJPLNrtaLzxVkWgVRe39roefDr,P-avax1walamhgc6alz3g9rn4qh6cvzy54kf63mz34d9j,staking,363168493496,NodeID-DM1v7fHC87etS4WfVv7wjh9neC7SGDKRB,2021-01-20T21:34:49Z
# block,280067,,,,
wFqGrijHUW7c6vdMsWH55Re21wh5sbTkhkvbbVMu3Y2mfPGgY,P-avax1mqhav0hpq6vcfnqum4xn6z4jvpp9puvtg2czth,delegator,15078642208,NodeID-CW1oWgrfSJVz1mbyBGF1qk74XHRQ5vNhF,2021-01-20T22:26:13Z
wFqGrijHUW7c6vdMsWH55Re21wh5sbTkhkvbbVMu3Y2mfPGgY,P-avax1spz62u9us33pptef736eptpl5fnq9hgnnjnhgr,delegatee,307727393,NodeID-CW1oWgrfSJVz1mbyBGF1qk74XHRQ5vNhF,2021-01-20T22:26:13Z
# block,280071,,,,
2UY3TnA2VpBjQiECf2U32F6ZFrT428pFcEJCqu9iGBnDvfA1mH,P-avax166v359zmwtqkg8jppvqm888ah90x0yr0sxa0zm,delegator,20185692044,NodeID-Hq4UErYabPD5K5U6xeSHmAR9dFBfC6tgz,2021-01-20T22:26:24Z
2UY3TnA2VpBjQiECf2U32F6ZFrT428pFcEJCqu9iGBnDvfA1mH,P-avax16sc2guyhfu3ccghneyr2uqy4jvzdnc9hacth8a,delegatee,411952899,NodeID-Hq4UErYabPD5K5U6xeSHmAR9dFBfC6tgz,2021-01-20T22:26:24Z
# block,280076,,,,
LZrVx1ZgTvEqX7XjK7T2cerAJPhEqWPEDjATomi6kvN9T2ZMT,P-avax15kglqzxthq895ynpngl5j6nnx4qv4r9602sed5,staking,51239040934,NodeID-GVMypNFFrTxEbSxPCXdrpaWV1cQLPoiz,2021-01-20T22:59:26Z
# block,280080,,,,
FyAFSoH1yKwtYJqQHo5EWrui44VudC1i2kMH6bbj2LZGuwaSF,P-avax1amj7a7kql28rc03w99jcdcgye3ypsfnjkumxrc,delegator,24510943573,NodeID-MGrikMRTmooL1j7uawPHjaMS1cXkbewdb,2021-01-20T22:59:42Z
FyAFSoH1yKwtYJqQHo5EWrui44VudC1i2kMH6bbj2LZGuwaSF,P-avax1p5xap8tu9448527uq58caaxv2tgree3qae7p6c,delegatee,500223339,NodeID-MGrikMRTmooL1j7uawPHjaMS1cXkbewdb,2021-01-20T22:59:42Z
# block,280085,,,,
2PMxgn9hS62KRayshEn4we2oaZdmjy48RXessFYnmzbVcAxtsr,P-avax1t47wmjqyknnxry8w9fyctpjc43tta6xmstk7t2,delegator,7832684594,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2021-01-20T23:08:18Z
2PMxgn9hS62KRayshEn4we2oaZdmjy48RXessFYnmzbVcAxtsr,P-avax1y8fmzkfhdc2f68vz8lfvsmx0dfv52ckhlp7n06,delegatee,159850707,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2021-01-20T23:08:18Z
# block,280094,,,,
2UgbXQBkQvBp7J7FceTdVAp6hFcf2ExTXgktEc7d5h7iuh3Hxv,P-avax14xc6wxrgrs874py2yy5ey79ylfqlnv79zmcwfq,delegator,19618101960,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-20T23:13:04Z
2UgbXQBkQvBp7J7FceTdVAp6hFcf2ExTXgktEc7d5h7iuh3Hxv,P-avax15ma9j6x7jg2maaz4sjcj65yrppegt0adghgwjy,delegatee,400369428,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-20T23:13:04Z
# block,280099,,,,
2M2r7jx6bUMd1tQPNtPddqw5hCFvWK6BvgKMG66T9PcS5zxxPr,P-avax1lcn5gu8s0vjqkth457egv4kdj96t4ysyvprvjn,delegator,19618094934,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-20T23:15:05Z
2M2r7jx6bUMd1tQPNtPddqw5hCFvWK6BvgKMG66T9PcS5zxxPr,P-avax15ma9j6x7jg2maaz4sjcj65yrppegt0adghgwjy,delegatee,400369285,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-20T23:15:05Z
# block,280107,,,,
2PB1iQtJuNyuVkpWHstsNV4FYPUAaERAZJz8eYU8crWjaRjRjN,P-avax183wglz87vw2qj0ks6ehq564pxhh7tw2yuxydz9,delegator,19618092308,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-20T23:16:39Z
2PB1iQtJuNyuVkpWHstsNV4FYPUAaERAZJz8eYU8crWjaRjRjN,P-avax15ma9j6x7jg2maaz4sjcj65yrppegt0adghgwjy,delegatee,400369231,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-20T23:16:39Z
# block,280112,,,,
suBZkPCqHd2wg2DwJbuZ3gDGmieCBWMXLTKCf72wciwwpN9bK,P-avax1m4a9d36tlg53sxzenmxylh2545yn5j6x823ywz,delegator,19618090123,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-20T23:19:04Z
suBZkPCqHd2wg2DwJbuZ3gDGmieCBWMXLTKCf72wciwwpN9bK,P-avax15ma9j6x7jg2maaz4sjcj65yrppegt0adghgwjy,delegatee,400369187,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-20T23:19:04Z
# block,280123,,,,
YS4iEaTcpaQahr1cyfd2WdetyhcdamLpENmiUCi7F3QZQ6PFA,P-avax149akevcj0dczgs5tad5x8xdsu3udewupjp9egd,delegator,14186505851,NodeID-7VNmYGnPqN4NcAgEszTEZrLVsR5hykTSN,2021-01-21T00:42:55Z
YS4iEaTcpaQahr1cyfd2WdetyhcdamLpENmiUCi7F3QZQ6PFA,P-avax1ducmqhwl99zg0pjkk6yk2u4xjugwcjnlywme6j,delegatee,905521651,NodeID-7VNmYGnPqN4NcAgEszTEZrLVsR5hykTSN,2021-01-21T00:42:55Z
# block,280127,,,,
23C4nb6FrXy3KkBmxuNYq1jmULQvEb5PDrs3TUxFuGMGz5Zg3P,P-avax1y7p927v73f26s873ffwq2255vsvmvndckc92ak,delegator,256229347775,NodeID-8c8MX2Y8zmgAMr64vm8LMZoxQhFq7bSHk,2021-01-21T01:00:49Z
23C4nb6FrXy3KkBmxuNYq1jmULQvEb5PDrs3TUxFuGMGz5Zg3P,P-avax1zu2l0vvr9smqpzdf6tacepalj5lue79ktnxk0p,delegatee,5229170363,NodeID-8c8MX2Y8zmgAMr64vm8LMZoxQhFq7bSHk,2021-01-21T01:00:49Z
# block,280150,,,,
2LsJsamfMJzeao4nuHWHWp8FWGosgXZXSJfPnQvd1HcXzSygiH,P-avax1y8fmzkfhdc2f68vz8lfvsmx0dfv52ckhlp7n06,delegator,190639856753,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2021-01-21T01:45:38Z
2LsJsamfMJzeao4nuHWHWp8FWGosgXZXSJfPnQvd1HcXzSygiH,P-avax1y8fmzkfhdc2f68vz8lfvsmx0dfv52ckhlp7n06,delegatee,3890609322,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2021-01-21T01:45:38Z
# block,280154,,,,
28CJ72SRwNuBtoozDt4s7UCHoL5kGhnGwNGjZRy355URRFrLTx,P-avax1y8fmzkfhdc2f68vz8lfvsmx0dfv52ckhlp7n06,delegator,190639650469,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-21T01:45:53Z
28CJ72SRwNuBtoozDt4s7UCHoL5kGhnGwNGjZRy355URRFrLTx,P-avax1y8fmzkfhdc2f68vz8lfvsmx0dfv52ckhlp7n06,delegatee,3890605112,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-21T01:45:53Z
# block,280158,,,,
2JdzupwNvtdR43xXNXewffs3abo1Qu1sRnYzQcGmuua1yRaKTv,P-avax1upe55t05upzqr6xvfkgzslfj9xkssfgj77ytck,delegator,837255070,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-21T01:48:25Z
2JdzupwNvtdR43xXNXewffs3abo1Qu1sRnYzQcGmuua1yRaKTv,P-avax1y8fmzkfhdc2f68vz8lfvsmx0dfv52ckhlp7n06,delegatee,17086839,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-21T01:48:25Z
# block,280200,,,,
Dqiwg6JXB3pWyJrE92VgNLcErRTuGz4W1EysmqZxYkDn7kYpX,P-avax1dlafj6m3rfcfpen7kc7wvw6euq95wfz5ptvwy2,delegator,32562717096,NodeID-NYNMabJTpEEMMtSjcFtcEcnRyed79zMT8,2021-01-21T04:45:12Z
Dqiwg6JXB3pWyJrE92VgNLcErRTuGz4W1EysmqZxYkDn7kYpX,P-avax1gxu3y3h0l2406f37ptttuhy56hfk3wryat0t5d,delegatee,8140679275,NodeID-NYNMabJTpEEMMtSjcFtcEcnRyed79zMT8,2021-01-21T04:45:12Z
# block,280214,,,,
9akob1RuKJskeZ8JCULEqHkuJLjGhXzwWt5qN7MkLEaoZigYQ,P-avax14c8g28p5jqqfp44eyj2l6sagnpk0ghxnj2sgeu,delegator,7129951048,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-21T05:30:27Z
9akob1RuKJskeZ8JCULEqHkuJLjGhXzwWt5qN7MkLEaoZigYQ,P-avax1y8fmzkfhdc2f68vz8lfvsmx0dfv52ckhlp7n06,delegatee,145509206,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-21T05:30:27Z
# block,280231,,,,
25sC6yXF2LVSjS1d5kvUPcEfh2CLEpzfcu5UGxbiwvff1KF1Ep,P-avax1ftlez5csggq4773muwpe8fmlj9gsppnj7c6xup,delegator,1867366014,NodeID-E2cZYRHSCUKk7wBia3Pmg1gFT6Y8A5Vxo,2021-01-21T06:43:58Z
25sC6yXF2LVSjS1d5kvUPcEfh2CLEpzfcu5UGxbiwvff1KF1Ep,P-avax1atncdejuf9h2x37qs7vmtzzp8ww9vzm7zdg8zd,delegatee,38109511,NodeID-E2cZYRHSCUKk7wBia3Pmg1gFT6Y8A5Vxo,2021-01-21T06:43:58Z
# block,280264,,,,
2W7C1UL7bwLAdtuW4uR4cYReURFNNRvWSrWB21v5KfKzhvo42w,P-avax1kfjz02gvn4wz74ma463njrggzxw7t4kavkauth,delegator,3252755350,NodeID-NYNMabJTpEEMMtSjcFtcEcnRyed79zMT8,2021-01-21T07:38:32Z
2W7C1UL7bwLAdtuW4uR4cYReURFNNRvWSrWB21v5KfKzhvo42w,P-avax1gxu3y3h0l2406f37ptttuhy56hfk3wryat0t5d,delegatee,813188838,NodeID-NYNMabJTpEEMMtSjcFtcEcnRyed79zMT8,2021-01-21T07:38:32Z
# block,280274,,,,
24tcybyAHHyni59xNBzvThUU8TPL1Dz1maY7AFL2pco5YANyXM,P-avax1h5yhk3daq5t9420q5d59trhetujwr22fmzd3ds,delegator,318427273,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-21T07:58:20Z
24tcybyAHHyni59xNBzvThUU8TPL1Dz1maY7AFL2pco5YANyXM,P-avax1y8fmzkfhdc2f68vz8lfvsmx0dfv52ckhlp7n06,delegatee,6498516,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-21T07:58:20Z
# block,280278,,,,
21aYJUC94Yw3cccoyBufNwDdJHiVYr6T4RS7ecuQMi62wEbFga,P-avax153ecz4zj3zgjw7py03v00xt56ma838xlgsu0ev,delegator,10432227016,NodeID-Dyq3s7DBWZfATo8JyUdMdXyr2SUUV3sTy,2021-01-21T07:58:29Z
21aYJUC94Yw3cccoyBufNwDdJHiVYr6T4RS7ecuQMi62wEbFga,P-avax1xhmskpapnes6ydnh5z9823wlyuxqt9wdc92tau,delegatee,549064580,NodeID-Dyq3s7DBWZfATo8JyUdMdXyr2SUUV3sTy,2021-01-21T07:58:29Z
# block,280282,,,,
2DzcWnoV5MY79zBF1j2DwAcav12Kt6DtUisXcMotv4vPAkdEvy,P-avax1crvt06gxeeey99f3zctya06r8yytrylcjy95sz,delegator,446599533,NodeID-L3mZgU6DmiSgpwftZwitk4BJ69feK2qCJ,2021-01-21T07:59:33Z
2DzcWnoV5MY79zBF1j2DwAcav12Kt6DtUisXcMotv4vPAkdEvy,P-avax1gxu3y3h0l2406f37ptttuhy56hfk3wryat0t5d,delegatee,111649884,NodeID-L3mZgU6DmiSgpwftZwitk4BJ69feK2qCJ,2021-01-21T07:59:33Z
# block,280286,,,,
247TnQhDWefUddg81smZYAWskS6UJw3hWv753DfKXaTBitztjY,P-avax1zsxhz5qdxa3fp0r9ndyq67c4cgtps8r2e83ek6,staking,171074523235,NodeID-12MiRsRFrQfg1UKVCsKYgqzQDMWTejZHR,2021-01-21T08:00:45Z
# block,280298,,,,
2rZEx2ZvWbbSe3wVzFaPp75NLDNUbNGnEFoGEFr29sGLApFCLJ,P-avax1m58s7aylj0nk0hdan7the3cea88zkc7z605ywl,delegator,785391990452,NodeID-36giFye5epwBTpGqPk7b4CCYe3hfyoFr1,2021-01-21T08:29:27Z
2rZEx2ZvWbbSe3wVzFaPp75NLDNUbNGnEFoGEFr29sGLApFCLJ,P-avax1rs6dmm9vdlgl3sz9s5k3e3zk4g6t7s7dnxp9cn,delegatee,16028407969,NodeID-36giFye5epwBTpGqPk7b4CCYe3hfyoFr1,2021-01-21T08:29:27Z
# block,280302,,,,
Kbk4Y8EossdWMgjgHHaoLNB64QNKtrBXuZG1n1a3XhhmHwmK1,P-avax1d6l39g5dzdf7ntk3n9ddyx75f4kx67qmkcr7qr,delegator,4426599865,NodeID-CW1oWgrfSJVz1mbyBGF1qk74XHRQ5vNhF,2021-01-21T08:29:55Z
Kbk4Y8EossdWMgjgHHaoLNB64QNKtrBXuZG1n1a3XhhmHwmK1,P-avax1spz62u9us33pptef736eptpl5fnq9hgnnjnhgr,delegatee,90338773,NodeID-CW1oWgrfSJVz1mbyBGF1qk74XHRQ5vNhF,2021-01-21T08:29:55Z
# block,280316,,,,
2ZPekk9aibHJqavtvMdmwb5zBnhpFfBNkVNuaSTaSJkYtzrbNK,P-avax1fq2gv7nx4wvh4dq9wj76vaxk23a7v4ccvnfwpr,delegator,340286531,NodeID-5s9gCg2xSYZQEyw6Dp8ShsQom1W8SXnsc,2021-01-21T09:00:48Z
2ZPekk9aibHJqavtvMdmwb5zBnhpFfBNkVNuaSTaSJkYtzrbNK,P-avax1m7el5kqkd00y9p594gr35l659jekm6wgxgtgcw,delegatee,17909818,NodeID-5s9gCg2xSYZQEyw6Dp8ShsQom1W8SXnsc,2021-01-21T09:00:48Z
# block,280333,,,,
2RJrKAU9w3ukfdbLYEunnCKKyL35Vro1avKbrNyPEAWyqjJ2p6,P-avax14pp7246gl72hgkv26cwfvdanl7pgn59l6d3w7m,delegator,13840149713,NodeID-PmJQ7UjZo5db9XL494EbbEufAbYxqWswU,2021-01-21T09:30:18Z
2RJrKAU9w3ukfdbLYEunnCKKyL35Vro1avKbrNyPEAWyqjJ2p6,P-avax1hcgp2gde672aw8ja3etf2hq8xkk6u09m8ks8e3,delegatee,282452035,NodeID-PmJQ7UjZo5db9XL494EbbEufAbYxqWswU,2021-01-21T09:30:18Z
# block,280375,,,,
MvknvC8Yp18YZQ279bb4WCZgCU36MAvcqpMSX6kurNMjvY43J,P-avax14zjnva4h4rt74p29yhsmy8r59lx38ceepjj06q,delegator,198408191304,NodeID-2q5VzTqQ6bAw7H7JuW5eP5TSQbiio2g8K,2021-01-21T10:19:15Z
MvknvC8Yp18YZQ279bb4WCZgCU36MAvcqpMSX6kurNMjvY43J,P-avax1vq46xex9rjqv5l0ga5rykwwtnaf5juax6mswfc,delegatee,4049146762,NodeID-2q5VzTqQ6bAw7H7JuW5eP5TSQbiio2g8K,2021-01-21T10:19:15Z
# block,280387,,,,
uc6j85TtcVi2xqawK5HwqB2LFLS6jc8tjiyVyS1NtrPHXked4,P-avax1zn43zvrae8gh5cexn3t9u9akx9t8mhjgsze80y,delegator,16516801578,NodeID-CW1oWgrfSJVz1mbyBGF1qk74XHRQ5vNhF,2021-01-21T10:46:03Z
uc6j85TtcVi2xqawK5HwqB2LFLS6jc8tjiyVyS1NtrPHXked4,P-avax1spz62u9us33pptef736eptpl5fnq9hgnnjnhgr,delegatee,337077584,NodeID-CW1oWgrfSJVz1mbyBGF1qk74XHRQ5vNhF,2021-01-21T10:46:03Z
# block,280397,,,,
2sQrpT8TJ2wCvyNqm2CM4moQtj8NRvbmkEdeFhwHJasYJeTHWM,P-avax1spfrnjl7czhtezkeq8tc4q2e4022nmwfun3mes,delegator,384667803527,NodeID-6yAy6J1h254tcp4fxHXpJYEtn6GUd48o3,2021-01-21T10:49:08Z
2sQrpT8TJ2wCvyNqm2CM4moQtj8NRvbmkEdeFhwHJasYJeTHWM,P-avax1h2ccj9f5ay5acl6tyn9mwmw32p8wref8vl8ctg,delegatee,20245673870,NodeID-6yAy6J1h254tcp4fxHXpJYEtn6GUd48o3,2021-01-21T10:49:08Z
# block,280401,,,,
UjoHXeaJbhVhuFNm691av2KpqmaKDEfV4qQZTHtqaTkjbgHQW,P-avax13uyd7s7fzhnyy2wm0mcky9npssegxsepwfqs6z,delegator,1082304339,NodeID-EmPwabyobnM3jYDvQuxZdLBTut5V5pq2n,2021-01-21T10:49:19Z
UjoHXeaJbhVhuFNm691av2KpqmaKDEfV4qQZTHtqaTkjbgHQW,P-avax17mnpghya0sunqfwl4avlldxu39apktrjlf8qzc,delegatee,22087844,NodeID-EmPwabyobnM3jYDvQuxZdLBTut5V5pq2n,2021-01-21T10:49:19Z
# block,280429,,,,
2FAJX6pYYYtKc2wswgY8KhSMrhZSUVMwZPLPdCHJ4xtQAs2PwX,P-avax17lmkgkuyr30dcmqskf4ge8wwawhce83a75d8qu,delegator,5290840291,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-21T11:43:39Z
2FAJX6pYYYtKc2wswgY8KhSMrhZSUVMwZPLPdCHJ4xtQAs2PwX,P-avax1y8fmzkfhdc2f68vz8lfvsmx0dfv52ckhlp7n06,delegatee,107976333,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-21T11:43:39Z
# block,280434,,,,
tEDam7E6hYP7m2BqKkhk8gJuPaB8qumSd1m2nTtxVyUSYedPf,P-avax17lmkgkuyr30dcmqskf4ge8wwawhce83a75d8qu,delegator,5714107343,NodeID-JbpJyQjj7M64LojEddtMhpNMdQ8Q1ZycN,2021-01-21T11:44:10Z
tEDam7E6hYP7m2BqKkhk8gJuPaB8qumSd1m2nTtxVyUSYedPf,P-avax19hcneqh586kwe4lt3uaev02j8tzxg6v8jy9vud,delegatee,116614436,NodeID-JbpJyQjj7M64LojEddtMhpNMdQ8Q1ZycN,2021-01-21T11:44:10Z
# block,280451,,,,
2RPzbc5jQ2PHBCMYbR9HRKqizrbRE8LYd9tBQMzAhB6AfWLpiB,P-avax1ph70whlhezlwz7j7jzh0prh0vu3fnzxqwuukya,delegator,136967790574,NodeID-E2cZYRHSCUKk7wBia3Pmg1gFT6Y8A5Vxo,2021-01-21T12:04:05Z
2RPzbc5jQ2PHBCMYbR9HRKqizrbRE8LYd9tBQMzAhB6AfWLpiB,P-avax1atncdejuf9h2x37qs7vmtzzp8ww9vzm7zdg8zd,delegatee,2795261033,NodeID-E2cZYRHSCUKk7wBia3Pmg1gFT6Y8A5Vxo,2021-01-21T12:04:05Z
# block,280455,,,,
eKTueZR5Trw9zh91TuaniYTHHeXGjoTULe918D7WPEL5XHNpR,P-avax1ph70whlhezlwz7j7jzh0prh0vu3fnzxqwuukya,delegator,205454346041,NodeID-E2cZYRHSCUKk7wBia3Pmg1gFT6Y8A5Vxo,2021-01-21T12:07:25Z
eKTueZR5Trw9zh91TuaniYTHHeXGjoTULe918D7WPEL5XHNpR,P-avax1atncdejuf9h2x37qs7vmtzzp8ww9vzm7zdg8zd,delegatee,4192945838,NodeID-E2cZYRHSCUKk7wBia3Pmg1gFT6Y8A5Vxo,2021-01-21T12:07:25Z
# block,280471,,,,
EF1aBb2Gh31t4Hm1YtP8x8rZFY3B1vkbzWzahwzqxFBEfjd3J,P-avax1wfjv9ujaswscu3r0xmk939z865qk28qtv56u4e,delegator,22803606015,NodeID-P9TzSYxJohyCH6TLM5Jh7owVFJihowCsU,2021-01-21T12:30:38Z
EF1aBb2Gh31t4Hm1YtP8x8rZFY3B1vkbzWzahwzqxFBEfjd3J,P-avax1zyqpe2qnaqh0mrwrzsuvp3x9myzvn2aqp8utsa,delegatee,465379715,NodeID-P9TzSYxJohyCH6TLM5Jh7owVFJihowCsU,2021-01-21T12:30:38Z
# block,280475,,,,
JYe3TZcDw8k6BhDd6J7ANvQKwUStYm7jSLp58dwnLRwCYJTBr,P-avax16hlf47kldtn04frvnmshwl6ejp2q3uy2tfmpng,delegator,7015342462,NodeID-P9TzSYxJohyCH6TLM5Jh7owVFJihowCsU,2021-01-21T12:30:55Z
